account_id,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total,name
416118852,6.3,3.6,2.7,2.067,2.658,6.0,2.0,0.0,0.5,2.75,4.0,0.95,33.525,pandapanther
421257589,9.6,0.0,4.05,3.153,2.798,3.0,0.0,3.5,0.5,6.0,0.0,4.067,36.668,ri
423698025,0.9,0.0,3.0,0.285,0.762,0.0,0.0,3.5,1.0,2.25,0.0,1.105,12.802,Tinrell
433060499,1.2,0.0,5.1,0.438,1.132,0.0,0.0,17.0,0.0,1.75,4.0,5.85,36.47,Catnip
443167959,10.2,3.6,8.55,1.905,2.66,2.0,0.0,0.0,0.5,3.5,4.0,2.61,39.525,Ramddan yatoro
443805795,7.5,0.9,5.85,2.151,2.552,1.0,0.0,2.0,0.5,8.0,4.0,2.36,36.813,Rimuru
446223551,5.7,1.5,5.7,0.645,1.464,0.0,0.0,2.5,2.0,1.0,0.0,7.967,28.476,
465095630,1.8,2.4,4.8,0.642,1.46,1.0,0.0,12.5,2.0,2.25,0.0,6.945,35.797,Aty
467852245,4.8,1.5,5.1,1.86,2.064,0.0,0.0,0.0,0.0,1.5,0.0,1.153,17.977,talmadage
488559009,5.7,1.8,3.45,1.074,1.466,2.0,0.0,1.0,2.5,3.5,0.0,0.0,22.49,pk
854684906,3.6,4.5,3.45,1.494,2.196,3.0,2.0,0.0,2.0,0.25,0.0,4.982,27.472,Drunken
892939726,3.6,0.0,3.6,0.834,1.174,2.0,0.0,0.0,1.5,0.75,0.0,0.553,14.011,Rasmus_=
1020037084,5.4,4.5,2.4,2.466,2.756,8.0,3.0,0.0,3.0,1.25,0.0,0.387,33.159,Karma/My2Karma 
1127025371,4.5,0.0,3.6,1.35,1.578,3.0,2.0,0.0,1.5,1.25,0.0,4.305,23.083,prime skiter
1392360555,3.0,2.1,3.9,0.972,1.506,1.0,0.0,0.0,0.0,0.5,0.0,1.76,14.738,Potentiallyyouruncle
1536452978,5.1,3.9,5.55,1.104,1.98,0.0,0.0,1.0,2.0,3.25,0.0,1.448,25.332,noah
