,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
93627869,4.5,0.30000000000000027,3.5999999999999996,1.917,1.286,3.0,2.0,0.0,1.0,2.0,0.0,5.2232995,24.8262995
376256780,4.5,0.6000000000000001,4.8,1.7610000000000001,1.26,2.0,2.0,0.5,1.0,6.0,0.0,2.10012285,26.521122849999998
467852245,3.3,0.0,5.25,2.094,1.306,2.0,1.0,0.0,0.5,1.75,0.0,4.3399505,21.5399505
186001678,3.3,0.0,4.35,0.5700000000000001,0.878,0.0,0.0,13.5,0.0,1.25,0.0,6.978263,30.826262999999997
238228,1.2,0.0,5.25,0.48,0.792,1.0,0.0,5.5,6.0,0.5,0.0,8.631807499999999,29.353807500000002
126607959,4.5,0.0,4.2,3.399,1.544,3.0,0.0,0.0,1.0,1.25,0.0,3.0600914,21.9530914
443805795,6.0,0.8999999999999999,4.35,3.045,1.562,2.0,0.0,0.5,2.0,4.75,0.0,11.088456,36.195456
153031584,2.6999999999999997,0.30000000000000027,4.8,1.239,0.902,3.0,0.0,0.5,0.5,1.5,0.0,0.0,15.440999999999999
134600696,0.8999999999999999,0.0,4.6499999999999995,0.6,0.766,0.0,0.0,9.5,0.0,0.25,0.0,7.5216295,24.187629499999996
105461157,4.8,0.0,3.3,1.131,0.9420000000000001,1.0,0.0,8.5,0.5,2.0,0.0,5.7150360000000004,27.888036000000003
