,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
160702825,1.7999999999999998,0.0,1.65,0.195,0.58,1.0,0.0,2.5,0.5,0.25,0.0,3.6466830000000003,12.121683
315522915,1.5,0.30000000000000027,2.25,1.149,1.072,0.0,0.0,0.0,0.5,0.25,0.0,0.315,7.336000000000001
421257589,2.1,0.0,0.8999999999999999,1.206,1.1440000000000001,2.0,0.0,2.5,0.5,2.5,0.0,0.9750000000000001,13.825
310766287,3.5999999999999996,0.0,1.65,0.879,1.02,0.0,0.0,0.0,0.0,0.5,0.0,-0.16560806,7.483391939999999
433060499,0.6,0.0,1.5,0.114,0.494,0.0,0.0,5.0,0.0,0.75,4.0,1.8382610000000001,14.296261000000001
65159250,5.7,1.8,1.7999999999999998,1.053,1.412,1.0,2.0,0.0,0.5,1.0,0.0,1.41171435,17.67671435
80749349,0.6,0.0,4.5,0.213,0.6980000000000001,2.0,0.0,2.0,0.5,0.75,0.0,3.1199007000000005,14.3809007
169068601,0.8999999999999999,0.0,4.6499999999999995,0.09,0.668,0.0,0.0,8.0,1.5,0.25,0.0,0.0,16.058
113312766,6.8999999999999995,1.8,3.0,0.99,1.43,1.0,0.0,1.0,0.0,4.0,0.0,3.3884285,23.508428499999997
443167959,3.3,2.7,4.5,1.089,1.3900000000000001,1.0,0.0,0.0,0.5,1.5,0.0,0.875,16.854
