,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
102879403,3.5999999999999996,-0.5999999999999996,4.05,1.518,1.23,2.0,1.0,0.0,0.0,1.75,0.0,4.731625,19.279625
86546993,1.2,0.30000000000000027,4.05,2.031,1.334,1.0,0.0,0.0,1.0,1.0,0.0,2.9749742500000003,14.88997425
196936346,1.2,1.5,3.75,2.406,1.446,1.0,0.0,1.0,0.0,2.75,0.0,4.9331975,19.985197499999998
26793089,4.8,-1.7999999999999998,3.5999999999999996,0.6900000000000001,0.888,1.0,0.0,9.0,1.0,2.25,0.0,0.32331835000000003,21.751318350000002
169606098,3.9,2.4,4.6499999999999995,0.8160000000000001,0.988,3.0,0.0,4.5,1.0,1.25,0.0,9.4933165,31.997316499999997
1392360555,1.7999999999999998,-0.8999999999999999,3.4499999999999997,1.095,0.9500000000000001,3.0,1.0,0.0,1.0,0.75,0.0,0.6816601750000001,12.826660174999999
94550441,4.2,1.8,1.3499999999999999,1.905,1.246,0.0,0.0,1.0,0.0,4.0,0.0,0.10333007500000001,15.604330075
179417772,3.0,-0.5999999999999996,3.5999999999999996,0.639,1.042,1.0,0.0,4.0,0.5,0.75,0.0,7.401583,21.332583
5668067,3.5999999999999996,0.0,2.55,1.9080000000000001,1.306,3.0,1.0,0.0,1.5,2.0,4.0,1.4866699,22.3506699
86776312,0.6,-0.8999999999999999,3.5999999999999996,0.354,0.638,0.0,0.0,11.0,0.5,0.5,0.0,0.0,16.292
