,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
113312766,0.3,0.6000000000000001,0.3,0.597,0.776,0.0,0.0,1.0,0.0,0.5,0.0,0.79166015,4.864660150000001
94051629,0.6,0.0,0.15,0.10200000000000001,0.358,0.0,0.0,1.0,1.0,0.0,0.0,1.4667077000000002,4.6767077
65159250,0.6,0.8999999999999999,0.44999999999999996,0.777,0.9,0.0,0.0,0.0,0.0,0.25,0.0,1.7416498000000002,5.6186498
179070642,1.2,0.0,0.6,0.6960000000000001,1.02,4.0,0.0,0.0,0.0,0.75,0.0,1.676655,9.942655
207300381,0.0,0.0,0.75,0.183,0.47800000000000004,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.911
150522382,0.8999999999999999,1.2000000000000002,3.5999999999999996,0.126,0.618,0.0,0.0,3.0,2.5,0.75,0.0,0.5899885500000001,13.283988549999998
465095630,0.6,2.7,3.5999999999999996,0.429,0.8300000000000001,0.0,0.0,4.0,0.5,2.25,0.0,0.9249658500000001,15.83396585
854684906,3.5999999999999996,2.4,3.9,0.495,1.3760000000000001,0.0,0.0,0.0,0.0,0.25,4.0,1.1116252,17.1326252
416118852,6.3,3.0,2.4,0.864,1.5,4.0,0.0,0.0,0.0,0.25,0.0,0.065,18.379
110881046,5.3999999999999995,3.0,2.1,0.762,1.362,1.0,0.0,0.5,0.0,3.5,0.0,6.106852700000001,23.7308527
