,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
488559009,5.7,1.8,3.4499999999999997,1.074,1.466,2.0,0.0,1.0,2.5,3.5,0.0,0.0,22.49
423698025,0.8999999999999999,0.0,3.0,0.28500000000000003,0.762,0.0,0.0,3.5,1.0,2.25,0.0,1.1049870000000002,12.801986999999999
892939726,3.5999999999999996,0.0,3.5999999999999996,0.834,1.174,2.0,0.0,0.0,1.5,0.75,0.0,0.5533374000000001,14.011337399999999
1127025371,4.5,0.0,3.5999999999999996,1.35,1.578,3.0,2.0,0.0,1.5,1.25,0.0,4.3050375,23.0830375
374488452,0.6,0.0,3.75,0.15,0.6980000000000001,0.0,0.0,3.5,0.0,0.25,0.0,0.0,8.948
121439102,0.6,0.0,4.95,0.426,0.846,0.0,0.0,3.5,0.5,0.5,4.0,0.44499630000000007,15.766996299999999
135425789,4.2,0.0,6.1499999999999995,0.231,0.802,0.0,0.0,5.0,0.5,0.5,0.0,4.896582500000001,22.2795825
330535786,5.1,0.30000000000000027,4.8,1.293,1.448,2.0,0.0,0.5,1.5,1.25,0.0,4.041678,22.232678
151702626,3.5999999999999996,1.5,2.85,1.647,1.488,1.0,0.0,1.0,0.5,2.75,0.0,6.456188000000001,22.791188000000002
291258968,4.5,0.0,3.3,0.84,1.06,0.0,1.0,2.0,0.0,0.25,0.0,4.856675,17.806675000000002
