,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
71551920,0.3,0.8999999999999999,1.05,0.34800000000000003,0.67,1.0,0.0,0.5,0.0,2.0,0.0,0.0,6.768
188263974,0.6,0.30000000000000027,0.75,0.462,0.744,0.0,0.0,0.0,0.5,0.0,0.0,0.7983204,4.1543204000000005
1020037084,0.8999999999999999,1.5,0.44999999999999996,0.558,0.85,0.0,0.0,0.0,0.5,0.75,0.0,0.0,5.507999999999999
174256338,0.8999999999999999,-0.2999999999999998,1.05,0.177,0.544,0.0,0.0,2.0,2.5,0.0,4.0,3.0783325,13.9493325
60329701,0.0,0.0,0.6,0.177,0.458,1.0,0.0,3.0,0.0,0.0,0.0,2.6699848,7.904984799999999
376256780,3.3,2.7,1.95,0.6990000000000001,1.254,2.0,0.0,1.0,0.0,3.25,0.0,0.146661375,16.299661375
467852245,0.6,2.4,2.1,0.498,0.902,0.0,1.0,0.0,0.0,0.5,0.0,0.07333252999999999,8.07333253
186001678,0.8999999999999999,1.5,3.3,0.132,0.628,0.0,0.0,2.0,0.5,0.5,0.0,0.7933375,10.253337499999999
238228,2.1,2.4,2.85,0.20400000000000001,0.746,0.0,0.0,4.0,2.0,0.25,0.0,1.0416675,15.5916675
93627869,5.7,3.0,1.3499999999999999,0.786,1.3900000000000001,5.0,0.0,0.0,0.0,0.5,0.0,0.0,17.726
