,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
126607959,5.3999999999999995,1.2000000000000002,1.3499999999999999,1.1280000000000001,1.36,0.0,0.0,0.0,1.0,0.5,0.0,1.2933264,13.231326399999999
443805795,3.0,0.8999999999999999,1.65,0.798,1.056,0.0,0.0,1.0,0.5,3.0,0.0,6.0148922,17.918892200000002
153031584,0.8999999999999999,1.2000000000000002,2.25,0.528,0.748,1.0,0.0,0.0,0.5,0.25,0.0,1.23329945,8.60929945
134600696,0.8999999999999999,0.0,3.3,0.24,0.64,0.0,0.0,3.0,0.0,0.25,0.0,2.9633606,11.293360599999998
105461157,1.2,0.0,3.15,0.27,0.712,0.0,0.0,4.5,0.0,0.75,0.0,6.404912500000001,16.9869125
95706137,1.2,0.0,4.6499999999999995,0.105,0.776,2.0,0.0,6.5,0.5,0.5,0.0,4.0467025,20.277702500000004
146542636,6.6,1.5,0.44999999999999996,1.569,1.94,7.0,1.0,0.0,2.0,0.75,0.0,2.03828085,24.847280849999997
178007846,3.9,1.2000000000000002,2.6999999999999997,0.87,1.318,1.0,0.0,1.0,0.0,2.5,4.0,7.0616699999999994,25.54967
347405447,1.2,0.8999999999999999,3.75,0.47700000000000004,0.966,1.0,0.0,0.0,0.5,0.75,0.0,2.5616731500000003,12.10467315
50964,0.6,0.0,4.2,0.09,0.732,0.0,0.0,0.5,0.0,1.0,0.0,0.0,7.122
