,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
324942638,3.3,1.2000000000000002,1.05,0.783,1.208,2.0,0.0,0.0,0.5,0.0,4.0,0.0,14.041
311078326,0.0,0.0,1.05,0.40800000000000003,0.788,0.0,0.0,0.5,0.5,0.5,0.0,0.18335327,3.9293532700000005
183938343,3.5999999999999996,1.5,1.5,0.342,0.934,0.0,0.0,1.0,0.0,3.0,0.0,2.7166773,14.5926773
89873399,1.5,0.8999999999999999,2.6999999999999997,0.17400000000000002,0.724,0.0,0.0,2.0,1.5,1.25,0.0,1.3283342500000002,12.076334250000002
243368997,1.2,0.6000000000000001,2.6999999999999997,0.117,0.5760000000000001,0.0,0.0,3.5,0.0,0.0,0.0,1.2066614,9.8996614
421257589,3.0,2.4,1.3499999999999999,0.921,1.592,2.0,0.0,1.0,1.0,1.75,0.0,3.0934118500000003,18.10641185
310766287,0.6,0.0,2.4,0.519,0.9400000000000001,0.0,0.0,0.0,0.5,0.25,0.0,0.9049988000000001,6.113998800000001
433060499,2.6999999999999997,0.6000000000000001,2.55,0.066,0.838,0.0,0.0,5.5,0.0,0.5,0.0,2.3932232,15.147223199999999
160702825,1.7999999999999998,0.30000000000000027,1.7999999999999998,0.45,0.88,0.0,0.0,1.0,1.5,0.25,0.0,0.7566406,8.7366406
315522915,2.6999999999999997,2.1,1.3499999999999999,0.927,1.332,0.0,1.0,0.0,1.0,0.75,0.0,0.2583587,11.417358700000001
