,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
71551920,4.2,3.0,2.85,0.726,1.3800000000000001,4.0,0.0,0.0,1.0,1.5,0.0,0.16166992000000002,18.81766992
1020037084,2.4,1.2000000000000002,0.6,0.867,1.262,2.0,0.0,0.0,0.0,0.75,0.0,0.0,9.079
60329701,0.6,2.4,2.1,0.093,0.562,0.0,0.0,4.0,0.0,1.0,0.0,0.56833495,11.32333495
84712191,1.5,1.8,4.5,0.14100000000000001,0.794,1.0,0.0,2.5,0.5,0.75,0.0,0.0,13.485
188263974,2.6999999999999997,2.1,1.65,0.792,1.182,1.0,1.0,1.0,0.0,1.0,0.0,1.2283264000000003,13.6523264
241158366,0.8999999999999999,1.2000000000000002,0.8999999999999999,0.393,0.73,0.0,0.0,1.0,0.0,0.0,0.0,1.7582947000000002,6.8812947
78114459,1.5,0.30000000000000027,0.15,0.672,0.872,0.0,0.0,0.0,2.0,0.25,4.0,0.0,9.744
183135545,0.3,0.0,1.05,0.036000000000000004,0.4,0.0,0.0,2.5,0.0,0.25,0.0,3.8267155000000006,8.3627155
1536452978,0.3,1.5,0.3,0.636,0.756,1.0,0.0,0.5,0.0,1.25,0.0,0.0,6.242
143642783,1.2,0.8999999999999999,1.2,0.078,0.5740000000000001,0.0,0.0,3.5,0.0,0.75,0.0,2.2565465000000002,10.4585465
