,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
93627869,3.5999999999999996,0.8999999999999999,2.4,1.326,1.202,1.0,1.0,0.5,0.0,1.0,4.0,2.94317835,19.87117835
467852245,3.0,0.8999999999999999,2.6999999999999997,0.8190000000000001,0.9560000000000001,0.0,0.0,0.0,0.0,0.5,0.0,0.136535145,9.011535145
186001678,0.3,1.8,4.05,0.384,0.642,0.0,0.0,10.0,3.0,0.75,0.0,1.838392,22.764392
376256780,2.4,1.2000000000000002,2.6999999999999997,2.088,1.3980000000000001,4.0,1.0,1.0,0.0,4.0,0.0,0.55,20.336000000000002
446223551,1.7999999999999998,0.6000000000000001,3.15,0.531,0.74,0.0,0.0,0.5,0.0,0.25,0.0,1.43005745,9.00105745
174339440,2.1,1.8,1.5,1.458,1.348,3.0,0.0,0.0,0.5,2.0,0.0,1.3667142,15.072714200000002
350169818,0.8999999999999999,0.30000000000000027,3.0,0.726,0.834,1.0,0.0,5.0,0.5,1.75,0.0,1.8349907000000003,15.8449907
379859118,0.8999999999999999,0.0,2.25,0.186,0.678,0.0,0.0,7.0,1.5,0.25,0.0,2.8798979,15.643897899999999
317992803,3.0,1.8,2.4,1.416,1.346,6.0,1.0,0.5,0.0,1.25,0.0,0.0,18.712
61634693,2.6999999999999997,0.0,1.7999999999999998,0.9390000000000001,1.048,1.0,0.0,0.0,1.0,1.25,0.0,2.9983997500000004,12.735399750000001
