,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
178007846,8.1,2.4,1.7999999999999998,1.6560000000000001,1.706,3.0,1.0,0.5,0.0,5.0,4.0,0.0,29.162
50964,0.3,0.0,2.6999999999999997,0.078,0.5720000000000001,1.0,0.0,2.5,1.0,1.0,0.0,2.67830335,11.828303349999999
146542636,2.1,1.8,2.4,1.488,1.44,3.0,1.0,0.0,0.0,0.75,0.0,0.27332031500000004,14.251320315
95578104,1.7999999999999998,1.8,3.9,0.975,1.102,1.0,0.0,0.0,0.0,0.75,0.0,0.07333496,11.40033496
95706137,1.2,0.30000000000000027,3.15,0.10200000000000001,0.612,0.0,0.0,6.5,0.0,0.5,0.0,1.5800162500000001,13.94401625
241158366,4.2,0.6000000000000001,0.8999999999999999,0.636,0.924,0.0,0.0,0.0,1.0,0.75,0.0,3.766638,12.776638000000002
183135545,0.6,0.0,3.3,0.183,0.552,0.0,0.0,2.0,1.5,0.5,0.0,0.8416602,9.4766602
78114459,2.4,1.2000000000000002,1.95,1.5210000000000001,1.32,1.0,1.0,0.0,0.5,0.5,0.0,2.9583631500000003,14.34936315
143642783,0.3,-1.2000000000000002,2.85,0.138,0.504,1.0,0.0,7.5,0.0,0.5,0.0,1.241664,12.833664
1536452978,0.8999999999999999,0.8999999999999999,2.1,0.9540000000000001,0.93,1.0,0.0,0.5,0.0,0.25,0.0,0.12,7.654
