,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
1392360555,3.5999999999999996,3.0,2.25,0.384,1.01,2.0,0.0,0.0,0.0,1.0,0.0,1.2433484000000001,14.4873484
179417772,2.4,1.2000000000000002,2.6999999999999997,0.339,0.9580000000000001,1.0,1.0,0.5,0.0,0.0,0.0,0.0,10.097000000000001
105900867,1.5,3.0,1.65,0.993,1.324,4.0,0.0,0.0,0.0,0.75,0.0,0.51334715,13.73034715
94550441,4.8,3.0,2.85,0.591,1.192,3.0,0.0,1.0,0.0,2.25,0.0,1.23001955,19.91301955
86776312,0.6,0.8999999999999999,2.25,0.105,0.62,0.0,0.0,6.0,1.0,0.75,4.0,0.12166016,16.346660160000003
256487232,0.8999999999999999,0.0,1.2,0.159,0.586,0.0,0.0,3.0,0.0,0.5,0.0,5.225039300000001,11.5700393
167618363,0.0,0.6000000000000001,0.8999999999999999,0.537,0.744,1.0,0.0,0.0,0.5,0.0,0.0,0.0,4.281
350169818,1.2,0.0,0.44999999999999996,0.363,0.668,0.0,0.0,1.0,0.0,1.5,0.0,0.74833245,5.92933245
174339440,1.5,1.5,0.15,0.729,0.968,0.0,0.0,0.5,2.0,0.75,0.0,0.4183203,8.515320299999999
379859118,0.3,0.6000000000000001,0.6,0.123,0.492,0.0,0.0,3.0,1.0,0.75,0.0,1.9282877,8.7932877
