,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
311078326,1.7999999999999998,1.8,3.0,0.753,1.302,3.0,1.0,0.0,0.5,0.25,0.0,2.26330775,15.66830775
89873399,2.4,1.8,3.4499999999999997,0.258,0.85,0.0,0.0,1.0,0.0,1.75,0.0,0.8883423000000001,12.3963423
183938343,4.8,2.4,2.4,0.666,1.348,1.0,0.0,0.5,0.0,2.0,0.0,8.553881,23.667881
324942638,2.4,2.1,2.4,0.807,1.332,4.0,0.0,0.0,0.0,0.25,0.0,0.0,13.289000000000001
243368997,3.9,2.7,3.15,0.195,0.914,0.0,0.0,4.5,1.0,0.25,4.0,2.5616724000000004,23.1706724
892939726,0.3,0.30000000000000027,0.6,0.657,0.922,0.0,0.0,0.0,0.5,0.25,0.0,0.88499585,4.41399585
488559009,1.5,1.2000000000000002,0.8999999999999999,0.6930000000000001,1.01,0.0,0.0,1.5,1.0,1.75,0.0,0.0,9.553
423698025,0.3,0.0,1.05,0.10200000000000001,0.46,0.0,0.0,1.5,1.0,0.75,0.0,4.4766567,9.6386567
374488452,0.0,0.0,0.6,0.09,0.356,0.0,0.0,3.0,0.5,1.0,0.0,2.9017254,8.4477254
1127025371,2.1,0.8999999999999999,0.6,0.9510000000000001,1.298,1.0,0.0,0.0,0.5,0.25,0.0,0.0,7.599
