,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
416118852,2.4,2.4,2.1,1.182,1.51,5.0,2.0,0.0,0.0,0.25,0.0,0.0,16.842
150522382,0.8999999999999999,1.5,3.9,0.036000000000000004,0.62,0.0,0.0,3.0,1.0,0.25,0.0,0.375,11.581
465095630,1.2,0.0,2.85,0.039,0.612,0.0,0.0,6.0,2.0,0.5,0.0,2.3148592000000003,15.515859200000001
854684906,1.7999999999999998,1.5,3.3,0.594,1.182,1.0,0.0,0.0,0.5,0.75,4.0,0.6283192,15.2543192
110881046,3.5999999999999996,2.1,2.25,0.921,1.332,3.0,1.0,0.5,0.5,3.75,0.0,0.0,18.953
151702626,2.4,2.4,1.7999999999999998,0.792,1.012,0.0,0.0,0.5,5.0,1.5,0.0,1.6516545000000002,17.0556545
121439102,2.1,0.6000000000000001,1.95,0.639,0.964,1.0,0.0,0.0,0.5,0.25,0.0,1.3017092000000001,9.3047092
132066586,0.3,1.2000000000000002,2.55,0.20700000000000002,0.638,0.0,0.0,4.5,2.5,0.75,0.0,0.0,12.645
330535786,1.2,0.8999999999999999,1.2,1.383,1.272,1.0,0.0,0.0,1.5,1.5,0.0,0.9116358,10.866635800000001
291258968,1.5,0.0,2.1,0.405,0.712,2.0,0.0,4.5,0.0,0.75,0.0,2.8166285,14.783628499999999
