,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
146542636,3.9,2.7,1.5,0.852,1.51,6.0,1.0,0.0,1.0,0.75,0.0,0.0,19.212
178007846,3.3,2.4,0.75,0.774,1.336,0.0,0.0,0.5,0.0,1.75,0.0,3.6166580000000006,14.426658
347405447,0.6,2.1,2.4,0.34800000000000003,0.836,0.0,0.0,0.0,0.0,0.75,0.0,2.34159185,9.37559185
95706137,2.1,1.8,2.25,0.057,0.76,0.0,0.0,5.0,0.0,0.0,0.0,3.2599805000000006,15.226980500000002
50964,1.2,2.4,2.55,0.048,0.648,0.0,0.0,2.0,0.5,0.25,4.0,2.12003785,15.71603785
376256780,0.6,1.2000000000000002,0.0,0.546,0.744,1.0,0.0,0.5,1.5,3.25,0.0,0.0,9.34
93627869,0.8999999999999999,1.2000000000000002,0.75,0.6960000000000001,0.916,0.0,0.0,0.5,0.5,0.25,0.0,0.0,5.712000000000001
186001678,0.0,0.30000000000000027,0.6,0.525,0.708,1.0,0.0,0.5,1.0,0.5,0.0,0.5449927,5.6779927
143642783,1.5,0.30000000000000027,0.75,0.063,0.638,0.0,0.0,5.5,0.0,0.5,0.0,1.55660885,10.807608850000001
446223551,0.6,0.8999999999999999,0.6,0.045,0.442,0.0,0.0,0.5,0.0,0.0,0.0,0.90497435,3.9919743500000004
