,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
150522382,0.8999999999999999,1.5,2.1,0.198,0.77,0.0,0.0,3.5,1.5,0.25,0.0,1.39667005,12.11467005
416118852,2.6999999999999997,2.1,1.95,0.9390000000000001,1.428,3.0,1.0,0.0,0.5,0.75,0.0,0.0,14.367
465095630,1.2,0.6000000000000001,2.6999999999999997,0.063,0.676,0.0,0.0,5.0,1.5,1.0,0.0,2.0399727,14.7789727
854684906,1.2,1.8,2.25,0.9450000000000001,1.408,4.0,1.0,0.0,0.0,0.25,0.0,0.9,13.753
110881046,2.6999999999999997,1.5,1.95,0.648,1.154,2.0,0.0,0.5,0.5,4.75,0.0,2.5967590000000005,18.298758999999997
94051629,1.5,0.8999999999999999,1.5,0.195,0.602,0.0,0.0,1.0,0.5,1.0,4.0,1.9133383,13.110338299999999
113312766,3.0,0.6000000000000001,1.65,0.807,1.168,0.0,0.0,1.0,0.0,0.75,0.0,2.0116415,10.986641500000001
65159250,1.7999999999999998,1.2000000000000002,0.75,0.93,1.094,0.0,0.0,0.0,1.0,0.0,0.0,1.5599514,8.3339514
179070642,0.8999999999999999,1.5,1.5,0.897,1.054,1.0,0.0,0.0,1.0,0.0,0.0,7.7770685,15.628068500000001
207300381,0.3,1.8,2.6999999999999997,0.111,0.518,0.0,0.0,6.5,2.0,0.25,0.0,0.0,14.178999999999998
