,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
102879403,1.7999999999999998,1.5,2.55,0.525,0.986,1.0,0.0,0.0,0.0,0.75,0.0,1.0700049500000002,10.18100495
241158366,5.1,1.8,2.4,0.36,1.1320000000000001,1.0,0.0,0.0,0.0,0.25,0.0,2.73330575,14.775305749999998
26793089,0.8999999999999999,1.2000000000000002,2.55,0.07200000000000001,0.598,0.0,0.0,2.0,0.5,0.5,4.0,1.74167175,14.06167175
169606098,2.1,2.1,3.5999999999999996,0.23700000000000002,0.864,0.0,0.0,3.0,1.5,1.25,0.0,0.9350487,15.5860487
196936346,2.1,2.7,2.4,0.612,1.214,6.0,0.0,1.0,0.5,1.5,0.0,0.0,18.026000000000003
1392360555,1.2,0.0,0.6,0.429,0.75,0.0,0.0,0.0,0.5,0.0,0.0,7.331594,10.810594
94550441,1.7999999999999998,1.2000000000000002,1.05,0.591,1.024,0.0,0.0,1.0,0.0,2.0,0.0,-0.10746583999999999,8.55753416
179417772,1.2,0.0,0.6,0.108,0.484,0.0,0.0,2.0,0.0,0.5,0.0,1.6300258500000002,6.5220258499999995
105900867,1.5,1.2000000000000002,0.6,0.639,0.98,0.0,1.0,0.0,0.5,0.75,0.0,0.0,7.1690000000000005
86776312,0.0,0.8999999999999999,1.5,0.07200000000000001,0.47400000000000003,0.0,0.0,2.0,2.0,0.0,0.0,0.8833117500000001,7.82931175
