,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
126607959,0.6,1.2000000000000002,1.2,1.176,1.1,0.0,0.0,0.0,1.0,0.0,0.0,2.38997915,8.66597915
443805795,0.6,0.0,0.8999999999999999,0.588,0.738,0.0,0.0,1.5,0.0,1.0,0.0,0.81498165,6.1409816500000005
108777244,1.2,0.0,1.2,0.183,0.5760000000000001,0.0,0.0,6.5,3.5,0.0,0.0,2.5916382000000002,15.7506382
105461157,0.6,0.6000000000000001,1.2,0.225,0.616,0.0,0.0,1.5,0.0,0.25,0.0,8.240072000000001,13.231072000000001
153031584,1.2,0.8999999999999999,0.75,0.459,0.664,0.0,0.0,0.0,1.0,0.25,0.0,1.424978,6.647978
71551920,5.1,2.7,2.4,0.909,1.344,3.0,0.0,1.5,0.5,4.75,0.0,0.0,22.203
188263974,3.0,1.8,3.15,0.735,1.106,0.0,0.0,0.0,0.0,0.25,0.0,6.611551500000001,16.6525515
60329701,0.8999999999999999,2.4,3.5999999999999996,0.186,0.706,1.0,1.0,4.0,0.0,1.0,4.0,0.0,18.792
84712191,2.6999999999999997,1.5,2.55,0.228,0.866,1.0,0.0,4.0,2.0,2.0,0.0,1.9748915,18.8188915
1020037084,0.6,2.4,1.2,1.167,1.214,3.0,1.0,0.0,3.5,0.25,0.0,0.06083008,14.39183008
