,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
146542636,3.9,0.0,4.95,0.9570000000000001,1.422,2.0,1.0,0.0,0.5,1.75,0.0,0.25501623,16.734016229999998
178007846,6.6,2.1,3.3,1.176,1.6560000000000001,4.0,0.0,0.5,0.0,2.25,0.0,0.11000000000000001,21.692
347405447,3.3,1.2000000000000002,5.1,0.5760000000000001,1.082,2.0,0.0,0.0,1.5,0.5,0.0,2.5967401500000005,17.85474015
95706137,1.7999999999999998,0.0,3.75,0.09,0.738,0.0,0.0,8.5,0.0,0.5,0.0,4.9249733,20.3029733
50964,2.4,0.0,5.7,0.165,0.842,0.0,0.0,0.0,0.0,0.5,0.0,4.004938,13.611937999999999
376256780,3.5999999999999996,0.6000000000000001,1.5,1.089,1.244,1.0,0.0,1.0,0.0,2.75,0.0,2.0717215,14.8547215
186001678,3.5999999999999996,0.30000000000000027,3.9,0.6,0.994,0.0,0.0,1.5,0.0,0.75,0.0,3.194983,14.838983
93627869,2.1,0.0,2.4,0.9450000000000001,1.04,0.0,0.0,0.0,0.5,1.0,4.0,0.0,11.985
446223551,1.2,0.0,3.4499999999999997,0.117,0.5640000000000001,0.0,0.0,2.0,0.5,0.5,0.0,5.635015500000001,13.966015500000001
143642783,2.1,0.0,2.25,0.078,0.586,0.0,0.0,4.5,0.0,0.25,0.0,2.9032715000000002,12.6672715
