,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
311078326,0.3,1.5,0.3,0.651,0.778,0.0,0.0,0.0,0.5,0.5,0.0,0.7483515000000001,5.2773515
89873399,0.0,0.0,0.3,0.177,0.444,0.0,0.0,2.5,0.0,0.25,0.0,0.65667845,4.3276784500000005
324942638,0.8999999999999999,0.0,0.0,0.723,0.914,1.0,0.0,0.0,0.0,0.0,0.0,0.06,3.597
183938343,0.0,1.2000000000000002,0.44999999999999996,0.774,0.962,1.0,0.0,1.0,0.0,2.5,0.0,0.98999025,8.875990250000001
243368997,0.0,1.2000000000000002,0.3,0.063,0.322,0.0,0.0,3.0,5.0,0.25,0.0,0.0,10.135
150522382,1.7999999999999998,2.7,2.6999999999999997,0.093,0.65,1.0,0.0,2.0,2.5,0.75,4.0,1.07501935,19.26801935
416118852,3.9,2.7,1.7999999999999998,0.927,1.466,2.0,2.0,0.0,0.0,0.5,0.0,0.7567293,16.0497293
854684906,2.6999999999999997,2.7,2.25,0.705,1.314,1.0,0.0,0.0,0.5,0.25,0.0,0.5149927,11.933992700000001
465095630,1.5,2.4,2.55,0.312,0.81,1.0,0.0,5.0,1.5,1.25,0.0,0.7833142500000001,17.10531425
110881046,1.7999999999999998,3.0,3.5999999999999996,0.96,1.4020000000000001,3.0,0.0,0.5,1.0,1.75,0.0,0.0,17.012
