,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
179070642,1.2,2.7,1.65,0.537,0.972,1.0,0.0,0.0,0.0,0.0,4.0,1.21663695,13.27563695
113312766,3.5999999999999996,2.7,1.95,0.729,1.236,0.0,0.0,0.5,0.5,3.5,0.0,0.39331420000000006,15.1083142
65159250,2.4,3.0,1.65,0.753,1.194,2.0,0.0,0.0,0.5,0.75,0.0,0.0,12.247
94051629,3.0,2.4,1.5,0.10200000000000001,0.708,2.0,1.0,0.5,0.0,0.75,0.0,2.5650322,14.525032200000002
207300381,0.3,3.0,2.25,0.28800000000000003,0.678,0.0,0.0,5.0,0.0,0.5,0.0,0.0,12.016
150522382,0.3,0.6000000000000001,0.44999999999999996,0.042,0.324,0.0,0.0,3.0,1.0,0.5,0.0,0.369994615,6.585994615000001
854684906,0.6,2.1,0.15,0.519,0.8240000000000001,0.0,0.0,0.0,0.5,0.0,0.0,0.125,4.8180000000000005
465095630,0.0,0.0,0.0,0.126,0.354,0.0,0.0,3.5,0.0,0.0,0.0,0.23335132500000003,4.213351325
110881046,0.0,1.5,0.3,0.765,0.874,0.0,0.0,0.5,1.0,1.25,0.0,0.36333008000000006,6.55233008
416118852,0.0,1.2000000000000002,0.44999999999999996,0.843,0.9460000000000001,0.0,0.0,0.0,2.5,0.5,0.0,1.0483140000000002,7.4873140000000005
