,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
150522382,0.8999999999999999,1.2000000000000002,2.1,0.081,0.6,0.0,0.0,3.0,3.0,0.25,0.0,0.0,11.131
854684906,0.8999999999999999,1.8,1.65,1.143,1.37,3.0,1.0,0.0,1.0,0.0,0.0,0.0,11.863
465095630,0.3,0.6000000000000001,1.3499999999999999,0.41400000000000003,0.756,0.0,0.0,6.0,1.5,0.5,0.0,1.7466528000000001,13.1666528
416118852,2.6999999999999997,1.5,0.8999999999999999,1.194,1.356,2.0,0.0,0.5,1.0,0.25,0.0,0.107495115,11.507495115
110881046,1.7999999999999998,1.8,1.5,0.846,1.208,1.0,0.0,0.0,0.0,3.5,0.0,2.4599098,14.1139098
421257589,3.0,2.1,1.3499999999999999,1.026,1.1500000000000001,0.0,0.0,1.5,0.0,3.75,0.0,2.6084665000000005,16.4844665
315522915,1.2,2.7,1.3499999999999999,1.428,1.3760000000000001,4.0,1.0,0.0,0.0,0.5,0.0,0.0,13.554
310766287,1.7999999999999998,1.2000000000000002,1.7999999999999998,0.975,1.158,1.0,0.0,0.0,0.0,0.5,0.0,0.0,8.433
160702825,1.5,1.5,2.1,0.138,0.598,0.0,0.0,2.0,6.5,0.5,4.0,1.7366454999999998,20.5726455
433060499,0.3,0.6000000000000001,1.95,0.096,0.56,0.0,0.0,6.0,0.0,0.75,0.0,1.331607,11.587607
