,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
178007846,5.7,0.6000000000000001,3.0,1.155,1.3980000000000001,0.0,0.0,1.0,1.0,3.5,0.0,0.0,17.353
347405447,2.4,0.0,3.5999999999999996,0.741,0.9540000000000001,0.0,0.0,0.0,1.0,1.25,0.0,1.7622759,11.7072759
95706137,1.7999999999999998,0.30000000000000027,4.05,0.111,0.804,0.0,0.0,9.0,0.0,0.75,0.0,5.6200795,22.4350795
146542636,5.7,1.8,1.65,2.142,1.98,8.0,0.0,0.0,2.5,0.5,0.0,2.1915866999999998,26.463586699999997
50964,0.6,0.0,4.6499999999999995,0.126,0.626,0.0,0.0,0.0,0.5,1.75,0.0,4.8813415,13.1333415
102879403,4.2,0.0,3.15,1.029,1.27,1.0,1.0,0.0,1.0,1.25,0.0,3.2549935,17.1539935
26793089,1.7999999999999998,0.0,3.15,0.429,0.7020000000000001,1.0,0.0,6.0,0.0,0.5,4.0,0.0,17.581
196936346,3.0,0.0,1.3499999999999999,0.906,1.198,0.0,0.0,1.0,1.0,2.25,0.0,0.9466711999999999,11.650671199999998
169606098,2.1,1.2000000000000002,2.25,0.558,0.85,0.0,0.0,2.5,7.5,0.5,0.0,4.0916925,21.5496925
86546993,2.4,0.6000000000000001,3.3,1.041,1.1320000000000001,0.0,0.0,0.0,0.5,0.5,0.0,1.82506235,11.298062349999999
