,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
102879403,2.6999999999999997,0.8999999999999999,0.8999999999999999,1.041,1.112,1.0,0.0,0.0,0.5,1.0,0.0,2.383343,11.536343
169606098,0.6,0.0,0.6,0.588,0.644,0.0,0.0,2.5,3.0,0.0,0.0,2.0216747500000003,9.953674750000001
196936346,1.5,2.1,1.65,1.053,1.07,1.0,0.0,1.0,0.0,3.5,0.0,3.994975,16.867975
86546993,0.8999999999999999,0.8999999999999999,1.2,0.729,0.846,1.0,0.0,0.0,2.5,0.0,0.0,0.0,8.075
135738807,0.3,0.0,1.05,0.213,0.47600000000000003,0.0,0.0,6.5,0.5,0.25,0.0,2.28166025,11.57066025
71551920,3.9,1.8,2.55,0.7020000000000001,1.156,2.0,0.0,1.0,0.5,1.25,0.0,1.8066265000000001,16.6646265
60329701,0.8999999999999999,2.1,2.55,0.246,0.714,0.0,0.0,5.0,0.0,1.0,0.0,0.0,12.51
188263974,2.1,1.2000000000000002,2.85,0.633,1.032,1.0,0.0,0.0,0.5,0.25,0.0,2.8199812000000004,12.384981200000002
1020037084,2.6999999999999997,2.4,1.5,1.335,1.496,7.0,2.0,0.0,1.5,0.75,0.0,0.0,20.680999999999997
84712191,1.5,1.5,2.55,0.162,0.756,0.0,0.0,4.5,0.5,3.0,4.0,5.9234045,24.3914045
