,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
127524729,1.2,0.0,1.3499999999999999,1.248,1.116,0.0,1.0,0.0,0.5,0.5,0.0,0.0,6.914
149253098,3.5999999999999996,1.2000000000000002,1.7999999999999998,0.879,1.008,0.0,0.0,0.5,0.5,1.0,0.0,0.049986815000000004,10.536986814999999
127714243,3.3,0.0,1.5,0.8220000000000001,0.996,1.0,0.0,0.0,0.0,1.0,0.0,9.9485475,18.5665475
111886427,0.6,0.0,2.6999999999999997,0.096,0.55,0.0,0.0,8.5,0.0,0.5,0.0,0.0,12.946
127038234,0.3,0.0,2.6999999999999997,0.438,0.596,0.0,0.0,2.0,6.0,0.25,0.0,0.0,12.283999999999999
65159250,3.5999999999999996,1.8,3.4499999999999997,1.446,1.488,5.0,0.0,0.0,2.0,0.5,0.0,0.8849903,20.168990299999997
46739074,5.1,1.5,3.75,1.113,1.41,0.0,0.0,1.0,5.0,4.25,0.0,1.4381053000000001,24.561105299999998
443167959,4.5,1.2000000000000002,1.95,1.065,1.28,1.0,1.0,0.0,0.5,2.25,0.0,2.6965498,17.4415498
80749349,1.7999999999999998,0.0,3.3,0.41400000000000003,0.788,2.0,0.0,6.0,3.5,1.0,0.0,0.0,18.802
207300381,1.7999999999999998,0.8999999999999999,4.6499999999999995,0.393,0.8320000000000001,0.0,0.0,4.5,0.0,1.0,0.0,0.0,14.075
