,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
374488452,1.7999999999999998,1.2000000000000002,0.8999999999999999,0.912,1.054,3.0,1.0,0.5,1.5,0.5,0.0,0.0,12.366
1127025371,1.7999999999999998,0.0,2.4,0.645,0.93,0.0,0.0,5.0,1.0,0.5,0.0,0.0,12.274999999999999
423698025,3.5999999999999996,0.8999999999999999,1.05,0.636,0.994,2.0,1.0,0.0,0.5,1.25,0.0,0.15000000000000002,12.08
148115333,0.3,0.30000000000000027,2.1,0.675,0.9540000000000001,0.0,0.0,0.5,1.0,1.25,0.0,2.5499296000000005,9.6289296
488559009,1.5,0.8999999999999999,1.65,0.138,0.626,0.0,0.0,3.0,0.0,1.5,4.0,3.4683070000000003,16.782307
160702825,1.2,0.30000000000000027,3.4499999999999997,0.201,0.768,0.0,0.0,3.5,0.5,0.5,0.0,1.7749755,12.1939755
315522915,3.3,1.5,2.1,1.5330000000000001,1.6340000000000001,7.0,0.0,0.0,0.5,0.75,0.0,2.2849720000000002,20.601972
421257589,2.4,0.30000000000000027,2.6999999999999997,0.8220000000000001,1.244,1.0,1.0,1.5,0.0,3.25,0.0,0.325,14.541
433060499,1.5,1.8,2.4,0.084,0.718,0.0,0.0,5.0,0.0,0.75,0.0,2.2232668,14.4752668
310766287,3.3,2.1,3.0,0.843,1.294,2.0,0.0,0.0,0.0,0.75,0.0,0.14923391500000002,13.436233915
