,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
241158366,1.7999999999999998,0.0,3.9,0.6900000000000001,0.982,0.0,0.0,0.0,0.0,0.5,0.0,3.5465908,11.4185908
1536452978,2.6999999999999997,1.2000000000000002,3.9,0.756,1.004,0.0,0.0,0.5,2.0,1.25,0.0,1.4483535,14.758353499999998
94051629,6.0,1.5,1.5,2.007,1.8860000000000001,8.0,2.0,0.0,1.0,1.5,4.0,2.1750326,31.568032600000002
183135545,1.2,1.5,3.75,0.28200000000000003,0.746,1.0,0.0,6.5,2.0,1.75,0.0,2.59997675,21.32797675
143642783,0.8999999999999999,0.0,2.4,0.153,0.58,0.0,0.0,5.0,1.0,0.5,0.0,2.29333,12.826329999999999
179417772,4.2,0.0,2.4,0.5760000000000001,0.904,2.0,0.0,2.5,0.5,1.75,0.0,0.0,14.83
94550441,3.9,1.5,2.55,1.26,1.222,0.0,1.0,1.0,0.5,3.25,0.0,2.4399107000000004,18.6219107
1392360555,2.1,0.30000000000000027,3.0,0.609,0.794,1.0,0.0,0.0,0.0,0.5,0.0,1.7600086000000001,10.063008600000002
105900867,1.5,1.2000000000000002,3.3,1.506,1.254,3.0,0.0,0.0,0.5,1.0,0.0,0.9633457000000001,14.2233457
86776312,0.6,0.0,4.35,0.153,0.604,0.0,0.0,8.5,0.0,0.75,0.0,0.0,14.956999999999999
