,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
150522382,0.6,0.30000000000000027,2.6999999999999997,0.132,0.53,1.0,0.0,4.0,4.5,0.25,0.0,1.1399937500000001,15.15199375
854684906,4.2,0.0,0.8999999999999999,0.624,1.034,1.0,0.0,0.0,0.5,0.25,0.0,0.6483262000000001,9.156326199999999
465095630,0.6,0.0,1.5,0.5700000000000001,0.676,0.0,0.0,4.5,2.5,0.25,0.0,1.46664335,12.06264335
416118852,0.8999999999999999,0.30000000000000027,1.3499999999999999,1.2570000000000001,1.052,1.0,0.0,0.0,1.0,0.5,0.0,0.39165040000000007,7.7506504
110881046,1.5,1.2000000000000002,0.8999999999999999,0.975,1.014,0.0,0.0,1.0,0.0,3.0,0.0,5.346618,14.935618000000002
127714243,2.4,1.5,2.6999999999999997,1.0230000000000001,1.31,0.0,1.0,0.0,0.5,1.5,4.0,0.0,15.933
127524729,4.8,1.8,1.5,1.491,1.718,5.0,1.0,0.0,0.5,1.5,0.0,1.78321075,21.092210749999996
149253098,2.4,2.1,2.85,0.732,1.1260000000000001,2.0,0.0,1.0,0.0,3.25,0.0,0.375,15.832999999999998
111886427,1.7999999999999998,0.6000000000000001,2.85,0.195,0.776,0.0,0.0,7.0,0.5,0.5,0.0,0.46500015000000006,14.68600015
127038234,2.4,0.6000000000000001,3.15,0.051000000000000004,0.63,0.0,0.0,2.0,2.5,0.25,0.0,1.8533022,13.4343022
