,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
93627869,0.3,0.30000000000000027,1.05,0.47100000000000003,0.666,0.0,0.0,1.0,0.5,1.75,0.0,0.0,6.037000000000001
376256780,2.1,1.2000000000000002,0.44999999999999996,0.6960000000000001,1.03,0.0,0.0,1.0,1.0,0.5,0.0,0.38498902500000004,8.360989025
186001678,0.6,0.8999999999999999,1.2,0.5670000000000001,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.1592212,5.216221200000001
238228,0.3,0.0,1.05,0.108,0.5,0.0,0.0,4.5,0.5,0.0,0.0,3.020049,9.978049
467852245,0.6,0.0,1.3499999999999999,0.147,0.5720000000000001,0.0,0.0,0.5,2.0,0.5,0.0,2.57163565,8.24063565
126607959,2.4,3.0,4.05,1.1460000000000001,1.596,6.0,2.0,0.0,0.5,0.25,4.0,0.0,24.942
443805795,4.5,1.8,2.1,0.807,1.314,0.0,0.0,0.5,1.5,3.25,0.0,3.6415945,19.4125945
153031584,1.7999999999999998,1.5,2.4,0.291,0.768,1.0,0.0,0.0,0.0,1.0,0.0,1.43332765,10.192327650000001
105461157,2.6999999999999997,3.0,4.2,0.24,0.886,3.0,0.0,2.5,0.0,0.5,0.0,4.7983745,21.824374499999998
134600696,2.1,1.8,4.5,0.111,0.73,0.0,0.0,4.5,0.0,0.25,0.0,0.9898718000000001,14.980871800000001
