,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
127524729,3.0,0.30000000000000027,1.95,1.695,1.302,3.0,1.0,0.0,0.0,1.5,0.0,1.1066251,14.8536251
149253098,4.2,1.5,1.7999999999999998,1.395,1.17,2.0,0.0,1.0,0.0,2.25,0.0,1.1666107000000001,16.4816107
127714243,3.9,0.0,2.6999999999999997,1.1340000000000001,1.064,1.0,0.0,0.0,5.5,1.25,0.0,2.8349718,19.3829718
111886427,0.6,0.30000000000000027,3.5999999999999996,0.51,0.754,0.0,0.0,13.5,0.5,1.5,0.0,0.0,21.264
127038234,1.7999999999999998,0.0,3.0,0.999,0.914,0.0,1.0,1.0,1.5,1.0,0.0,1.6516950000000001,12.864695
324942638,3.9,1.5,2.1,2.613,1.692,6.0,1.0,0.0,1.0,1.5,4.0,0.3699883,25.6749883
311078326,2.4,0.0,1.65,0.846,0.844,0.0,0.0,0.0,1.5,2.0,0.0,1.3416565,10.581656500000001
89873399,1.5,0.6000000000000001,3.3,0.444,0.8180000000000001,0.0,0.0,3.5,1.5,0.75,0.0,5.7581802500000006,18.17018025
243368997,1.2,0.0,3.9,0.465,0.846,2.0,0.0,10.0,2.0,0.75,0.0,0.5,21.661
183938343,4.5,1.5,2.6999999999999997,1.104,1.41,0.0,1.0,0.5,0.0,4.5,0.0,2.8283787,20.0423787
