,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
443167959,3.0,2.1,3.0,0.744,1.068,1.0,0.0,0.0,1.0,0.5,0.0,3.12853415,15.54053415
65159250,6.8999999999999995,2.1,2.25,1.059,1.536,3.0,1.0,0.0,0.0,1.0,0.0,0.77004955,19.61504955
80749349,0.8999999999999999,0.30000000000000027,2.55,0.117,0.632,0.0,0.0,3.0,3.5,1.0,0.0,6.0083845,18.0073845
113312766,1.5,2.4,4.35,0.846,1.21,0.0,0.0,1.0,0.0,2.75,0.0,0.0,14.056000000000001
207300381,1.2,0.0,3.75,0.135,0.64,0.0,0.0,6.0,0.5,0.75,0.0,0.0,12.975
287978960,0.8999999999999999,0.30000000000000027,2.1,0.171,0.526,0.0,0.0,6.0,1.0,1.5,0.0,0.174997065,12.671997065
395439489,2.1,0.6000000000000001,1.65,0.591,0.866,3.0,1.0,0.5,0.0,1.5,0.0,1.3400085000000002,13.147008499999998
116643277,0.6,0.0,2.1,0.47100000000000003,0.722,1.0,0.0,0.0,0.5,0.75,0.0,3.626656,9.769656000000001
293082908,4.2,1.2000000000000002,1.05,0.927,1.202,2.0,0.0,0.0,0.5,0.5,4.0,0.0,15.579
125155223,1.5,0.0,1.95,0.48,0.728,0.0,0.0,3.0,1.5,1.0,0.0,2.22332535,12.381325350000001
