,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
315522915,2.6999999999999997,1.2000000000000002,3.0,1.116,1.276,2.0,1.0,0.0,1.0,0.75,0.0,0.58501415,14.627014149999999
310766287,1.7999999999999998,1.2000000000000002,2.85,1.059,1.214,1.0,0.0,0.0,0.5,1.5,0.0,0.504272175,11.627272175
421257589,5.3999999999999995,0.6000000000000001,1.5,1.566,1.588,2.0,1.0,1.0,1.5,2.25,0.0,2.5217163,20.9257163
433060499,3.3,0.0,3.0,0.216,0.8260000000000001,0.0,0.0,7.5,0.0,0.75,0.0,3.7565403000000006,19.3485403
160702825,1.2,0.0,3.9,0.177,0.73,1.0,0.0,3.0,1.0,1.75,4.0,8.2650245,25.0220245
892939726,4.2,0.0,3.15,0.669,1.1520000000000001,2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.171
488559009,0.6,0.0,3.15,0.234,0.65,0.0,0.0,1.5,2.0,0.75,0.0,1.2199814,10.1039814
423698025,5.1,0.0,2.1,0.804,1.164,2.0,0.0,0.5,0.5,2.0,0.0,0.125,14.293
374488452,2.1,1.2000000000000002,0.75,1.323,1.35,1.0,0.0,0.0,2.5,1.5,0.0,0.0,11.723
1127025371,1.7999999999999998,0.0,4.5,0.147,0.834,1.0,0.0,7.0,1.5,0.0,0.0,0.13999999999999999,16.921
