,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
376256780,4.5,1.5,1.65,1.287,1.344,1.0,0.0,1.0,0.0,4.75,4.0,0.0,21.031
467852245,1.2,0.0,1.2,0.9,0.8200000000000001,1.0,0.0,0.0,0.0,0.75,0.0,0.10496303000000001,5.9749630300000005
93627869,2.4,0.30000000000000027,0.8999999999999999,0.834,0.904,0.0,0.0,0.0,0.0,0.75,0.0,2.86503065,8.95303065
238228,0.8999999999999999,0.0,2.4,0.3,0.58,0.0,0.0,5.0,2.0,0.0,0.0,0.0,11.18
186001678,0.8999999999999999,0.6000000000000001,2.85,0.258,0.6920000000000001,0.0,0.0,5.5,1.0,1.5,0.0,1.4249350500000002,14.724935050000001
1020037084,4.2,2.1,1.5,1.359,1.47,6.0,2.0,0.0,1.0,1.0,0.0,0.0,20.629
71551920,3.5999999999999996,1.2000000000000002,3.3,0.9540000000000001,1.226,1.0,0.0,0.5,1.0,1.75,0.0,0.380004885,14.910004885000001
188263974,3.5999999999999996,0.0,2.85,0.627,1.04,0.0,0.0,0.0,0.5,0.5,0.0,4.5567095,13.6737095
174256338,0.8999999999999999,0.0,3.4499999999999997,0.423,0.768,0.0,1.0,4.5,0.0,0.75,0.0,4.963349000000001,16.754349
60329701,0.6,2.1,4.05,0.213,0.734,1.0,0.0,6.5,0.0,1.0,0.0,1.6316591500000002,17.82865915
