,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
127524729,3.0,0.6000000000000001,4.05,1.2630000000000001,1.366,1.0,0.0,0.0,0.5,0.75,0.0,2.6483948,15.1773948
149253098,4.2,2.1,3.5999999999999996,1.119,1.328,0.0,0.0,0.5,0.0,3.5,4.0,7.893207,28.240207
127714243,4.5,0.30000000000000027,1.95,0.933,1.164,1.0,0.0,0.0,2.0,2.0,0.0,4.583342,18.430342000000003
111886427,1.5,0.8999999999999999,2.85,0.216,0.73,1.0,0.0,10.5,0.5,0.5,0.0,0.7832756500000001,19.479275649999998
127038234,2.1,0.6000000000000001,3.15,0.651,0.924,0.0,0.0,1.0,1.0,0.0,0.0,2.2501,11.6751
395439489,2.1,0.0,1.3499999999999999,0.963,1.078,0.0,0.0,0.5,0.0,1.75,0.0,1.3217367,9.0627367
287978960,0.6,0.0,2.55,0.279,0.676,2.0,1.0,8.0,0.5,0.5,0.0,0.0,16.105
116643277,2.1,0.0,3.0,1.119,1.198,3.0,1.0,0.0,0.5,1.0,0.0,3.6751075,16.5921075
293082908,3.9,1.2000000000000002,2.1,1.422,1.46,3.0,0.0,0.0,0.5,1.5,0.0,1.39003925,16.47203925
125155223,1.7999999999999998,0.0,2.6999999999999997,0.609,0.8240000000000001,0.0,0.0,3.5,1.0,2.0,0.0,2.75330735,15.18630735
