,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
65159250,1.7999999999999998,1.5,0.6,0.915,1.1280000000000001,0.0,0.0,0.0,1.0,1.25,0.0,0.0,8.193
80749349,0.8999999999999999,1.8,0.44999999999999996,0.153,0.578,1.0,0.0,4.0,1.0,0.5,4.0,0.0,14.381
135737819,0.6,1.8,1.2,0.495,0.81,1.0,1.0,0.0,0.0,1.0,0.0,0.8983337499999999,8.80333375
113312766,1.7999999999999998,1.5,0.6,0.5640000000000001,0.926,2.0,0.0,0.5,0.5,1.0,0.0,1.21834595,10.60834595
207300381,0.3,1.5,1.2,0.225,0.672,1.0,0.0,3.5,0.5,1.5,0.0,1.1116663000000002,11.5086663
324942638,4.2,3.0,1.2,1.2510000000000001,1.6620000000000001,4.0,0.0,0.0,0.0,1.5,0.0,1.1649257499999999,17.97792575
89873399,0.6,1.2000000000000002,1.95,0.171,0.716,0.0,1.0,2.5,1.0,0.25,0.0,2.29503535,11.68203535
311078326,0.6,2.1,1.95,0.51,0.892,0.0,0.0,0.0,0.0,0.25,0.0,2.60674325,8.90874325
183938343,0.6,1.8,1.95,0.861,1.172,2.0,0.0,1.0,0.5,1.5,0.0,1.05,12.433
243368997,0.6,1.5,2.1,0.153,0.68,1.0,0.0,4.5,3.0,0.25,0.0,0.0,13.783
