,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
311078326,1.2,2.1,2.25,0.669,0.964,0.0,0.0,0.0,0.5,0.5,0.0,1.213378,9.396378
89873399,1.5,0.30000000000000027,2.55,0.15,0.768,0.0,0.0,1.5,0.0,0.5,0.0,1.5766651,8.8446651
183938343,2.4,2.7,2.85,0.891,1.268,1.0,0.0,1.0,0.5,1.75,0.0,0.38333130000000004,14.7423313
324942638,3.0,2.7,1.7999999999999998,1.2,1.566,6.0,1.0,0.0,0.0,1.25,0.0,0.58663075,19.10263075
243368997,1.2,2.1,3.15,0.12,0.712,1.0,0.0,6.0,1.5,0.5,0.0,0.0,16.282
127524729,1.5,1.8,0.6,1.29,1.246,1.0,0.0,0.0,0.5,0.25,0.0,0.17502539,8.36102539
127714243,0.3,0.6000000000000001,0.44999999999999996,0.6,0.774,0.0,0.0,0.0,1.0,0.75,0.0,2.1083715,6.582371500000001
149253098,2.1,2.1,0.44999999999999996,0.486,0.756,0.0,0.0,0.5,0.0,2.75,0.0,0.183310365,9.325310365
127038234,0.3,0.8999999999999999,0.8999999999999999,0.264,0.562,0.0,0.0,1.0,0.5,0.5,0.0,0.94666015,5.87266015
111886427,0.8999999999999999,0.30000000000000027,1.05,0.099,0.45,0.0,0.0,7.0,0.5,0.25,4.0,0.50832325,15.05732325
