,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
134600696,2.1,0.0,4.05,0.21,0.8260000000000001,2.0,0.0,5.5,0.5,0.25,0.0,6.698419,22.134419
126607959,2.4,1.8,3.0,1.704,1.564,1.0,1.0,0.0,1.5,0.25,0.0,1.97499525,16.19299525
153031584,3.3,0.0,2.55,0.486,0.844,0.0,0.0,0.0,0.5,0.5,0.0,1.67496225,9.85496225
105461157,2.1,0.30000000000000027,3.9,0.342,0.8320000000000001,0.0,0.0,4.5,1.0,0.75,0.0,6.6165925,20.3405925
443805795,3.5999999999999996,0.0,3.0,1.074,1.33,1.0,0.0,1.0,0.5,3.75,4.0,2.3600492500000003,21.614049249999997
178007846,8.7,1.2000000000000002,1.5,0.597,1.1280000000000001,4.0,1.0,0.5,0.0,4.5,0.0,7.8982315000000005,31.0232315
347405447,1.2,0.30000000000000027,4.5,0.645,0.844,0.0,0.0,0.0,0.0,0.0,0.0,3.449939,10.938939
95706137,1.5,0.0,6.1499999999999995,0.213,0.676,1.0,0.0,9.0,0.5,0.5,0.0,1.57330915,21.11230915
146542636,2.6999999999999997,0.30000000000000027,2.4,1.575,1.3940000000000001,3.0,0.0,0.0,0.5,0.75,0.0,0.0,12.619
50964,2.1,0.0,3.0,0.336,0.71,0.0,0.0,1.5,0.5,1.25,0.0,3.2999940000000003,12.695994
