,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
324942638,4.2,2.4,1.3499999999999999,1.653,1.586,4.0,0.0,0.0,1.5,2.0,0.0,0.0,18.689
89873399,2.1,1.2000000000000002,2.4,0.20400000000000001,0.752,0.0,0.0,3.0,0.0,0.25,0.0,5.6817505,15.587750499999999
75376818,0.6,1.2000000000000002,3.3,0.81,1.002,1.0,0.0,0.0,1.5,0.25,0.0,2.7400688,12.402068799999999
183938343,1.7999999999999998,2.4,3.0,1.587,1.472,4.0,1.0,1.0,0.0,1.25,0.0,2.5017460000000002,20.010746
243368997,0.3,2.4,2.55,0.219,0.658,0.0,0.0,4.5,3.5,0.5,0.0,0.0,14.627
150522382,0.3,2.1,2.25,0.147,0.51,0.0,0.0,2.5,3.5,1.5,0.0,0.0,12.807
854684906,0.8999999999999999,1.8,1.2,0.789,0.882,2.0,2.0,0.0,1.5,0.0,0.0,4.46687,15.53787
465095630,0.3,0.0,2.25,0.33,0.65,0.0,0.0,7.5,0.5,1.0,0.0,6.161628,18.691628
416118852,2.4,0.8999999999999999,0.8999999999999999,1.1400000000000001,1.192,4.0,0.0,0.0,0.5,2.25,4.0,0.19333982500000002,17.475339825
110881046,1.5,1.5,1.5,1.53,1.3860000000000001,1.0,0.0,0.0,0.5,1.5,0.0,0.25,10.666
