,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
241158366,1.7999999999999998,0.30000000000000027,1.7999999999999998,0.28800000000000003,0.926,3.0,0.0,0.0,0.0,0.25,0.0,1.3649766,9.728976600000001
183135545,1.5,2.4,2.25,0.18,0.786,0.0,0.0,2.5,2.5,1.0,0.0,0.0,13.116
94051629,3.0,2.7,0.75,0.9570000000000001,1.722,6.0,1.0,0.0,0.0,0.75,0.0,0.87500255,17.75400255
143642783,0.3,1.2000000000000002,2.25,0.054,0.55,0.0,0.0,3.0,0.5,0.0,0.0,0.7516723500000001,8.60567235
1536452978,2.4,2.7,1.65,0.34800000000000003,0.976,0.0,0.0,0.5,0.0,2.0,0.0,0.0,10.574
1392360555,0.8999999999999999,1.8,0.8999999999999999,0.363,0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.675
179417772,0.6,0.0,1.2,0.057,0.41400000000000003,0.0,0.0,2.0,0.0,0.0,0.0,0.8716675,5.1426675
94550441,1.5,2.1,1.2,0.453,0.8200000000000001,0.0,0.0,1.0,0.5,2.25,0.0,0.1999939,10.022993900000001
105900867,0.8999999999999999,0.8999999999999999,2.25,0.354,0.74,0.0,0.0,0.0,0.0,0.25,0.0,0.8799865499999999,6.27398655
86776312,1.7999999999999998,1.5,1.3499999999999999,0.045,0.504,0.0,0.0,2.0,0.0,0.25,4.0,3.9133552500000004,15.36235525
