,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
127524729,3.3,0.30000000000000027,1.2,1.524,1.458,1.0,0.0,0.0,0.5,1.0,0.0,1.1215937500000002,11.40359375
149253098,3.5999999999999996,0.8999999999999999,1.05,0.783,1.024,0.0,0.0,0.5,0.0,3.25,0.0,0.0,11.107
127038234,0.6,0.0,2.1,0.201,0.59,0.0,0.0,1.0,3.0,0.0,0.0,3.1250341500000003,10.61603415
127714243,1.2,0.0,2.25,0.786,0.91,0.0,0.0,0.5,0.5,1.0,0.0,1.8850128000000002,9.031012800000001
111886427,0.3,0.6000000000000001,2.6999999999999997,0.168,0.5680000000000001,2.0,0.0,8.0,0.0,0.25,0.0,6.188358300000001,20.774358300000003
65159250,6.0,1.5,2.1,1.23,1.492,5.0,0.0,0.0,0.0,1.5,4.0,0.0,22.822
46739074,3.3,1.5,3.0,0.882,1.228,3.0,3.0,0.5,1.5,3.0,0.0,1.45334405,22.363344050000002
80749349,1.2,1.2000000000000002,4.35,0.369,0.872,0.0,0.0,3.5,3.5,1.0,0.0,1.4033678,17.3943678
207300381,1.2,0.0,3.75,0.183,0.6960000000000001,0.0,0.0,7.0,1.5,0.5,0.0,2.62503775,17.45403775
443167959,3.3,2.1,2.4,0.717,1.11,0.0,0.0,0.0,3.0,0.25,0.0,3.8000195,16.6770195
