,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
71551920,1.7999999999999998,0.6000000000000001,0.8999999999999999,0.666,0.864,0.0,1.0,1.0,0.5,0.5,0.0,3.931659,11.761659
1020037084,1.5,0.6000000000000001,1.3499999999999999,1.041,0.996,1.0,0.0,0.0,0.5,0.0,0.0,0.0,6.987
188263974,2.4,0.8999999999999999,2.25,0.885,1.074,1.0,0.0,0.0,0.5,0.75,0.0,2.1199995,11.8789995
338052760,1.2,0.30000000000000027,2.55,0.315,0.71,0.0,0.0,3.5,0.0,0.75,0.0,0.0,9.325
84712191,3.0,0.8999999999999999,1.95,0.366,0.8180000000000001,1.0,0.0,5.5,0.0,1.25,0.0,3.2965380000000004,18.080538
102879403,2.6999999999999997,1.5,2.1,1.173,1.348,0.0,1.0,0.0,0.0,1.5,0.0,1.4366253000000002,12.7576253
26793089,0.6,0.30000000000000027,3.3,0.156,0.662,1.0,0.0,5.5,0.0,1.0,0.0,5.0734265,17.5914265
196936346,6.0,2.4,1.3499999999999999,1.11,1.484,5.0,0.0,1.0,0.5,4.0,4.0,0.0,26.844
169606098,1.2,0.6000000000000001,2.6999999999999997,0.459,0.8260000000000001,1.0,0.0,3.0,2.5,1.25,0.0,0.7284071000000001,14.2634071
86546993,1.2,0.0,1.95,0.738,0.968,2.0,0.0,0.0,1.5,0.0,0.0,1.8383093,10.1943093
