,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
50964,1.2,0.0,2.6999999999999997,0.138,0.664,0.0,0.0,2.5,0.0,0.5,0.0,0.8733276500000001,8.575327649999998
95706137,0.3,0.6000000000000001,2.4,0.099,0.608,0.0,0.0,5.5,0.0,0.5,0.0,4.1733545,14.1803545
347405447,2.4,1.2000000000000002,2.4,0.372,0.854,0.0,0.0,0.0,0.0,1.0,0.0,2.0783142000000003,10.3043142
146542636,3.5999999999999996,3.0,1.95,1.284,1.672,4.0,0.0,0.0,2.5,0.5,0.0,0.55338375,19.05938375
178007846,3.3,1.2000000000000002,1.2,0.636,1.17,3.0,1.0,0.5,0.0,1.25,0.0,1.4733459500000001,14.72934595
102879403,2.1,0.0,1.5,0.555,0.86,0.0,0.0,0.0,0.0,0.5,4.0,0.0,9.515
26793089,2.6999999999999997,0.0,1.95,0.15,0.6960000000000001,0.0,0.0,4.0,1.0,1.25,0.0,2.1933125,13.9393125
86546993,0.6,1.5,2.25,0.483,0.7020000000000001,1.0,0.0,0.0,2.0,0.0,0.0,2.27835235,10.81335235
196936346,3.3,0.8999999999999999,1.2,0.5730000000000001,0.968,0.0,0.0,1.0,0.0,2.25,0.0,2.2683363,12.459336299999999
169606098,0.3,2.1,2.55,0.456,0.772,0.0,0.0,3.0,1.5,1.5,0.0,4.055169,16.233169
