,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
324942638,4.2,1.8,1.65,1.26,1.786,6.0,0.0,0.0,1.0,0.25,0.0,0.28833742,18.23433742
89873399,0.8999999999999999,1.5,3.0,0.177,0.758,0.0,0.0,1.0,1.5,1.0,0.0,1.9366455,11.771645500000002
183938343,4.8,2.4,1.5,0.771,1.474,2.0,2.0,1.0,0.0,1.75,0.0,0.0,17.695
311078326,2.1,0.6000000000000001,1.05,0.729,1.116,0.0,0.0,0.5,0.0,2.5,0.0,1.9783472,10.5733472
243368997,1.5,3.0,4.5,0.06,0.794,0.0,0.0,5.0,1.0,0.0,0.0,0.0,15.854000000000001
160702825,0.0,0.30000000000000027,1.3499999999999999,0.417,0.652,0.0,0.0,1.5,2.5,0.5,0.0,1.3382901,8.5572901
421257589,0.8999999999999999,0.30000000000000027,1.2,0.516,0.844,0.0,0.0,1.5,1.0,1.5,0.0,0.0,7.76
315522915,0.3,1.5,1.3499999999999999,0.915,1.002,0.0,0.0,0.0,1.0,1.0,0.0,1.8616465000000002,8.9286465
433060499,3.5999999999999996,0.0,0.6,0.114,0.862,0.0,0.0,5.0,0.0,0.25,0.0,2.141579,12.567578999999999
310766287,0.8999999999999999,0.0,1.2,0.657,0.9440000000000001,1.0,0.0,0.0,1.0,0.0,4.0,3.5700622500000003,13.27106225
