,kills,deaths,assists,last_hits,gold_per_min,towers_killed,roshans_killed,obs_placed,camps_stacked,rune_pickups,firstblood_claimed,stuns,total
102879403,3.3,1.8,1.5,0.726,1.156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.482
241158366,2.1,2.1,3.0,0.528,1.042,2.0,1.0,0.0,0.0,0.0,0.0,2.1483551,13.9183551
26793089,1.2,1.2000000000000002,2.85,0.165,0.772,3.0,0.0,4.0,0.0,1.0,0.0,5.8700798,20.0570798
196936346,2.1,2.4,3.0,0.966,1.314,1.0,0.0,1.5,0.0,2.25,0.0,0.8400109499999999,15.37001095
169606098,1.2,2.4,3.0,0.093,0.624,0.0,0.0,3.0,3.0,1.0,0.0,0.0,14.317
1392360555,0.3,0.6000000000000001,1.2,0.47700000000000004,0.66,1.0,0.0,0.0,0.0,0.25,4.0,1.05500125,9.54200125
179417772,1.2,0.6000000000000001,1.2,0.105,0.61,0.0,0.0,3.5,0.5,0.5,0.0,6.791678500000001,15.0066785
94550441,1.2,1.8,0.8999999999999999,0.894,1.028,0.0,0.0,1.0,0.0,2.0,0.0,-0.17001222500000002,8.651987774999998
105900867,1.2,0.6000000000000001,0.8999999999999999,0.861,1.006,2.0,1.0,0.0,0.0,0.5,0.0,0.0,8.067
86776312,1.2,1.2000000000000002,1.05,0.153,0.552,0.0,0.0,4.0,1.0,0.75,0.0,4.190124,14.095124000000002
