,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name,account_id,win,isRadiant,duration,obs_placed,sen_placed,camps_stacked,rune_pickups,firstblood_claimed,teamfight_participation,towers_killed,roshans_killed,stuns,pings,hero_id,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,net_worth,hero_damage,tower_damage,hero_healing,kda,neutral_kills,courier_kills,observer_kills,ancient_kills,buyback_count,life_state_dead,max_hero_hit,max_mins_no_lh,avg_obs_dur,repeated_obs,bought_rapier,bought_consumables,used_blood_grenade,used_enchanted_mango,used_smoke_of_deceit,used_blink,used_armlet,used_revenants_brooch,used_pirate_hat,trees_quelled,runes_bounty,runes_wisdom,runes_6min,kill_streak,blood_inflicted,lotuses_stolen,uses_high_five,uses_portal,cosmetics_count,cosmetics_immortals
0,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,139093519,0.0,True,3307.0,0.0,0.0,3.0,5.0,0.0,0.76744187,4.0,0.0,48.466255,38.0,18.0,16.0,7.0,17.0,488.0,6.0,636.0,837.0,28814.0,48710.0,8224.0,0.0,4.13,228.0,0.0,0.0,33.0,1.0,401.0,804.0,3.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,10.0,0.0,0.0,5.0,0.0,7.0,0.0
1,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,150522382,0.0,True,3307.0,10.0,18.0,5.0,4.0,0.0,0.6511628,0.0,0.0,35.36701,50.0,105.0,10.0,14.0,18.0,86.0,2.0,334.0,506.0,14063.0,38083.0,426.0,0.0,1.87,1.0,0.0,3.0,1.0,1.0,678.0,726.0,5.0,284.7,1.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,8.0,7.0
2,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,339287767,0.0,True,3307.0,0.0,0.0,2.0,6.0,0.0,0.7209302,1.0,0.0,52.933594,38.0,69.0,3.0,12.0,28.0,218.0,5.0,470.0,566.0,22469.0,25364.0,1303.0,0.0,2.38,79.0,1.0,0.0,2.0,0.0,624.0,164.0,3.0,,,0.0,9.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,8.0,0.0
3,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,48903560,0.0,True,3307.0,1.0,0.0,1.0,3.0,0.0,0.7906977,0.0,1.0,236.23161,1.0,71.0,10.0,4.0,24.0,393.0,15.0,624.0,923.0,29523.0,39632.0,1569.0,0.0,6.8,70.0,0.0,0.0,3.0,1.0,260.0,605.0,2.0,361.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,8.0,0.0
4,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,28888813,0.0,True,3307.0,14.0,24.0,3.0,5.0,0.0,0.6511628,1.0,0.0,74.766235,15.0,5.0,4.0,7.0,24.0,77.0,4.0,318.0,579.0,14991.0,19204.0,345.0,0.0,3.5,13.0,0.0,4.0,0.0,1.0,264.0,290.0,6.0,359.0,1.0,0.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,8.0,0.0
5,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,73877347,1.0,False,3307.0,0.0,0.0,2.0,2.0,1.0,0.8181818,6.0,1.0,2.1998048,39.0,54.0,11.0,7.0,25.0,487.0,20.0,740.0,938.0,35883.0,43742.0,17389.0,584.0,4.5,161.0,1.0,0.0,28.0,1.0,411.0,362.0,3.0,,,0.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,11.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,2.0,7.0,3.0
6,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,364035017,1.0,False,3307.0,0.0,0.0,1.0,5.0,0.0,0.6363636,0.0,0.0,198.86607,11.0,7.0,6.0,12.0,22.0,243.0,4.0,475.0,621.0,22616.0,41320.0,352.0,0.0,2.15,110.0,0.0,0.0,11.0,1.0,504.0,466.0,3.0,,,0.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0
7,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,111041999,1.0,False,3307.0,3.0,9.0,0.0,3.0,0.0,0.6818182,0.0,1.0,65.0007,2.0,128.0,6.0,10.0,24.0,107.0,3.0,395.0,632.0,20016.0,27692.0,2662.0,6048.0,2.73,3.0,0.0,4.0,0.0,0.0,416.0,369.0,5.0,360.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,5.0
8,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,135738807,1.0,False,3307.0,3.0,2.0,1.0,27.0,0.0,0.77272725,1.0,0.0,11.233203,76.0,126.0,17.0,5.0,17.0,345.0,13.0,674.0,1116.0,33826.0,60189.0,4685.0,0.0,5.67,58.0,2.0,0.0,6.0,1.0,259.0,564.0,4.0,238.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,9.0,0.0,0.0,2.0,3.0,8.0,4.0
9,7653729679,1711317677,9322733,9316641,"139093519, 150522382, 339287767, 48903560, 28888813",Kanto/Farro/Tom/Cursed One,"73877347, 364035017, 111041999, 135738807, 83500633",greenman,Kanto/Farro/Tom/Cursed One vs greenman,83500633,1.0,False,3307.0,19.0,21.0,2.0,16.0,0.0,0.5681818,0.0,0.0,69.10125,23.0,96.0,4.0,9.0,22.0,105.0,0.0,405.0,864.0,20861.0,19722.0,129.0,195.0,2.6,43.0,1.0,1.0,3.0,0.0,318.0,509.0,9.0,283.5263157894737,1.0,0.0,14.0,5.0,7.0,5.0,37.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,3.0,86.0,7.0,1.0,0.0,4.0,1.0
