,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name,account_id,win,isRadiant,duration,obs_placed,sen_placed,camps_stacked,rune_pickups,firstblood_claimed,teamfight_participation,towers_killed,roshans_killed,stuns,pings,hero_id,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,net_worth,hero_damage,tower_damage,hero_healing,kda,neutral_kills,courier_kills,observer_kills,ancient_kills,buyback_count,life_state_dead,max_hero_hit,max_mins_no_lh,avg_obs_dur,repeated_obs,bought_rapier,bought_consumables,bought_tranquil_boots,bought_travel_boots,bought_travel_boots_2,bought_phase_boots,bought_boots,bought_arcane_boots,bought_power_treads,bought_guardian_greaves,bought_boots_of_bearing,bought_force_boots,bought_wind_lace,bought_tpscroll,bought_slippers,bought_boots_of_elves,used_blood_grenade,used_enchanted_mango,used_smoke_of_deceit,used_blink,used_armlet,used_revenants_brooch,used_pirate_hat,used_travel_boots,used_travel,used_travel_boots_2,used_tpscroll,trees_quelled,runes_bounty,runes_wisdom,runes_6min,kill_streak,blood_inflicted,lotuses_stolen,uses_high_five,uses_portal,cosmetics_count,cosmetics_immortals,team
0,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,127524729,0.0,True,2774.0,0.0,0.0,0.0,3.0,0.0,0.61538464,1.0,1.0,12.100615,29.0,102.0,9.0,5.0,15.0,424.0,12.0,620.0,782.0,26080.0,37993.0,903.0,0.0,4.0,189.0,0.0,0.0,26.0,0.0,238.0,298.0,2.0,,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,8.0,0.0,owl
1,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,204524065,0.0,True,2774.0,3.0,1.0,1.0,4.0,0.0,0.4871795,2.0,0.0,59.53411,67.0,49.0,7.0,7.0,12.0,310.0,17.0,517.0,662.0,18936.0,23951.0,6397.0,0.0,2.38,97.0,0.0,1.0,19.0,1.0,436.0,327.0,3.0,149.33333333333334,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,0.0,owl
2,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,110961903,0.0,True,2774.0,2.0,16.0,2.0,2.0,0.0,0.71794873,2.0,0.0,0.0,14.0,45.0,7.0,11.0,21.0,76.0,2.0,343.0,528.0,12762.0,38549.0,2373.0,6830.0,2.33,4.0,0.0,3.0,0.0,1.0,428.0,418.0,4.0,360.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,0.0,98.0,0.0,1.0,1.0,11.0,1.0,owl
3,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,433060499,0.0,True,2774.0,16.0,21.0,0.0,1.0,0.0,0.51282054,0.0,0.0,58.833633,34.0,97.0,2.0,12.0,18.0,35.0,1.0,281.0,545.0,8532.0,18192.0,14.0,67.0,1.54,5.0,1.0,0.0,0.0,1.0,543.0,472.0,11.0,214.26666666666668,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,311.0,0.0,1.0,0.0,9.0,2.0,owl
4,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,395439489,0.0,True,2774.0,0.0,0.0,1.0,6.0,0.0,0.82051283,1.0,0.0,185.21414,26.0,106.0,14.0,5.0,18.0,306.0,12.0,594.0,664.0,25258.0,60405.0,1385.0,4.0,5.33,25.0,0.0,0.0,0.0,0.0,252.0,260.0,2.0,,,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,1.0,0.0,5.0,91.0,0.0,4.0,2.0,9.0,2.0,owl
5,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,149253098,1.0,False,2774.0,2.0,2.0,0.0,23.0,0.0,0.775,2.0,0.0,115.1088,5.0,137.0,17.0,4.0,14.0,253.0,4.0,633.0,1006.0,31832.0,57188.0,2900.0,0.0,6.2,76.0,0.0,1.0,5.0,0.0,164.0,392.0,2.0,360.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,8.0,1.0,ypsilon
6,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,314028798,1.0,False,2774.0,13.0,16.0,10.0,6.0,0.0,0.45,0.0,0.0,36.83253,5.0,73.0,2.0,11.0,16.0,170.0,2.0,595.0,529.0,8822.0,6587.0,58.0,0.0,1.5,122.0,0.0,1.0,0.0,0.0,484.0,281.0,4.0,318.5833333333333,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,9.0,0.0,ypsilon
7,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,150165364,1.0,False,2774.0,0.0,0.0,2.0,2.0,1.0,0.8,6.0,1.0,0.0,17.0,56.0,18.0,8.0,14.0,358.0,16.0,734.0,933.0,34799.0,59055.0,26572.0,0.0,3.56,127.0,1.0,1.0,14.0,0.0,445.0,783.0,2.0,,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,8.0,4.0,ypsilon
8,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,148339920,1.0,False,2774.0,0.0,0.0,6.0,1.0,0.0,0.475,0.0,0.0,48.40154,22.0,96.0,2.0,7.0,17.0,305.0,3.0,560.0,721.0,26825.0,12573.0,1221.0,0.0,2.38,133.0,1.0,0.0,30.0,1.0,247.0,364.0,2.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,4.0,ypsilon
9,8595155714,1765138900,9938267,9946756,"127524729, 204524065, 110961903, 433060499, 395439489",owl,"149253098, 314028798, 150165364, 148339920, 135124996",ypsilon,owl vs ypsilon,135124996,1.0,False,2774.0,6.0,18.0,0.0,1.0,0.0,0.7,2.0,0.0,3.2664063,34.0,40.0,1.0,9.0,27.0,151.0,1.0,418.0,538.0,21100.0,25189.0,1332.0,695.0,2.8,42.0,2.0,6.0,2.0,0.0,310.0,265.0,4.0,360.1666666666667,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.0,0.0,0.0,225.0,0.0,0.0,2.0,7.0,5.0,ypsilon
