,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,dire_team_accs,dire_team_name,radiant_team_name,series_name,account_id,win,isRadiant,duration,obs_placed,sen_placed,camps_stacked,rune_pickups,firstblood_claimed,teamfight_participation,towers_killed,roshans_killed,stuns,pings,hero_id,kills,deaths,assists,last_hits,denies,gold_per_min,xp_per_min,net_worth,hero_damage,tower_damage,hero_healing,kda,neutral_kills,courier_kills,observer_kills,ancient_kills,buyback_count,life_state_dead,max_hero_hit,max_mins_no_lh,avg_obs_dur,repeated_obs,bought_rapier,bought_consumables,bought_tranquil_boots,bought_travel_boots,bought_travel_boots_2,bought_phase_boots,bought_boots,bought_arcane_boots,bought_power_treads,bought_guardian_greaves,bought_boots_of_bearing,bought_force_boots,bought_wind_lace,bought_tpscroll,bought_slippers,bought_boots_of_elves,used_blood_grenade,used_enchanted_mango,used_smoke_of_deceit,used_blink,used_armlet,used_revenants_brooch,used_pirate_hat,used_travel_boots,used_travel,used_travel_boots_2,used_tpscroll,trees_quelled,runes_bounty,runes_wisdom,runes_6min,kill_streak,blood_inflicted,lotuses_stolen,uses_high_five,uses_portal,cosmetics_count,cosmetics_immortals
384,8177122323,1739732927,9670999,9671029,"78114459, 238228, 903426658, 101698448, 50964","351461838, 16570127, 433060499, 67300161, 94016181",Catnip,canin,Catnip vs canin,50964,1.0,True,2345.0,2.0,0.0,0.0,9.0,1.0,0.70689654,2.0,0.0,35.73086,2.0,52.0,19.0,7.0,22.0,146.0,7.0,559.0,684.0,20646.0,62517.0,1845.0,0.0,5.13,21.0,0.0,0.0,3.0,0.0,323.0,263.0,3.0,360.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,3.0,3.0
385,8177122323,1739732927,9670999,9671029,"78114459, 238228, 903426658, 101698448, 50964","351461838, 16570127, 433060499, 67300161, 94016181",Catnip,canin,Catnip vs canin,351461838,0.0,False,2345.0,2.0,1.0,0.0,9.0,0.0,0.71428573,1.0,0.0,105.56904,10.0,74.0,5.0,11.0,10.0,142.0,10.0,397.0,525.0,12733.0,30775.0,865.0,0.0,1.25,16.0,1.0,1.0,0.0,1.0,428.0,350.0,3.0,356.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0
386,8177122323,1739732927,9670999,9671029,"78114459, 238228, 903426658, 101698448, 50964","351461838, 16570127, 433060499, 67300161, 94016181",Catnip,canin,Catnip vs canin,16570127,0.0,False,2345.0,8.0,16.0,0.0,4.0,0.0,0.52380955,0.0,0.0,0.0,7.0,57.0,0.0,10.0,12.0,14.0,2.0,248.0,285.0,6954.0,11067.0,0.0,10132.0,1.09,1.0,0.0,2.0,0.0,1.0,352.0,342.0,9.0,322.75,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,46.0,6.0,1.0,0.0,6.0,1.0
387,8177122323,1739732927,9670999,9671029,"78114459, 238228, 903426658, 101698448, 50964","351461838, 16570127, 433060499, 67300161, 94016181",Catnip,canin,Catnip vs canin,433060499,0.0,False,2345.0,1.0,1.0,1.0,5.0,0.0,0.71428573,0.0,0.0,86.56692,18.0,2.0,10.0,14.0,5.0,128.0,1.0,425.0,456.0,12444.0,42075.0,0.0,0.0,1.0,32.0,0.0,1.0,12.0,1.0,591.0,455.0,3.0,69.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
388,8177122323,1739732927,9670999,9671029,"78114459, 238228, 903426658, 101698448, 50964","351461838, 16570127, 433060499, 67300161, 94016181",Catnip,canin,Catnip vs canin,67300161,0.0,False,2345.0,0.0,0.0,1.0,3.0,0.0,0.52380955,2.0,1.0,3.6333008,2.0,10.0,6.0,7.0,5.0,361.0,9.0,647.0,901.0,21879.0,29547.0,7988.0,1087.0,1.38,75.0,1.0,1.0,25.0,1.0,248.0,397.0,2.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,2.0
389,8177122323,1739732927,9670999,9671029,"78114459, 238228, 903426658, 101698448, 50964","351461838, 16570127, 433060499, 67300161, 94016181",Catnip,canin,Catnip vs canin,94016181,0.0,False,2345.0,4.0,9.0,1.0,1.0,0.0,0.6666667,0.0,0.0,103.0663,1.0,71.0,0.0,16.0,14.0,38.0,0.0,253.0,398.0,8433.0,9697.0,0.0,0.0,0.82,4.0,0.0,3.0,0.0,0.0,511.0,283.0,6.0,360.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,141.0,0.0,1.0,0.0,6.0,0.0
390,8177121970,1739732935,9664707,9665917,"39418347, 128235044, 224257494, 192310808, 26793089","184594689, 164432497, 159179884, 117740659, 95578104",YellowPhysicist,Hynips,Hynips vs YellowPhysicist,39418347,1.0,True,2321.0,0.0,0.0,1.0,8.0,0.0,0.6923077,2.0,1.0,37.93308,6.0,114.0,9.0,5.0,27.0,213.0,11.0,569.0,764.0,20701.0,35596.0,6096.0,0.0,6.0,52.0,0.0,0.0,7.0,0.0,251.0,840.0,3.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,6.0,1.0
391,8177121970,1739732935,9664707,9665917,"39418347, 128235044, 224257494, 192310808, 26793089","184594689, 164432497, 159179884, 117740659, 95578104",YellowPhysicist,Hynips,Hynips vs YellowPhysicist,128235044,1.0,True,2321.0,0.0,0.0,0.0,1.0,0.0,0.7307692,4.0,0.0,70.36706,26.0,49.0,11.0,7.0,27.0,159.0,18.0,529.0,712.0,18703.0,28230.0,11642.0,550.0,4.75,35.0,0.0,0.0,2.0,0.0,289.0,284.0,3.0,,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,9.0,1.0
392,8177121970,1739732935,9664707,9665917,"39418347, 128235044, 224257494, 192310808, 26793089","184594689, 164432497, 159179884, 117740659, 95578104",YellowPhysicist,Hynips,Hynips vs YellowPhysicist,224257494,1.0,True,2321.0,3.0,7.0,1.0,9.0,0.0,0.86538464,0.0,0.0,17.431965,25.0,22.0,10.0,3.0,35.0,38.0,2.0,433.0,547.0,16791.0,34630.0,74.0,400.0,11.25,0.0,0.0,5.0,0.0,0.0,127.0,445.0,5.0,170.33333333333334,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,1.0,5.0,56.0,5.0,1.0,0.0,5.0,0.0
393,8177121970,1739732935,9664707,9665917,"39418347, 128235044, 224257494, 192310808, 26793089","184594689, 164432497, 159179884, 117740659, 95578104",YellowPhysicist,Hynips,Hynips vs YellowPhysicist,192310808,1.0,True,2321.0,1.0,0.0,2.0,11.0,1.0,0.8269231,2.0,0.0,51.832153,6.0,97.0,19.0,3.0,24.0,323.0,6.0,750.0,924.0,27639.0,45483.0,9291.0,106.0,10.75,151.0,0.0,0.0,27.0,0.0,165.0,609.0,2.0,361.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0
