,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7574609118,1707338619,9316341,9323481,"93836332, 235385167, 151702626, 1061292669, 377737761",G0nd4r,"198261415, 160115611, 180107894, 83500633, 63351306",Blackjack,"Blackjack, G0nd4r"
1,7574452899,1707332808,9316364,9316303,"89873399, 467852245, 1549023925, 47768835, 104880759",hungrybrowny,"84712191, 83914882, 78114459, 174339440, 121312218",Regurgitard,"Regurgitard, hungrybrowny"
2,7574561786,1707336826,9316303,9316364,"84712191, 78114459, 121312218, 83914882, 174339440",Regurgitard,"89873399, 467852245, 47768835, 1549023925, 104880759",hungrybrowny,"Regurgitard, hungrybrowny"
3,7574551311,1707336450,9316096,9316370,"167367697, 287978960, 48903560, 103714540, 50964",Dandi,"859609158, 1267952469, 433060499, 167445998, 1224117898",Quickshot,"Dandi, Quickshot"
4,7574545936,1707336297,9162944,9316367,"1017209, 5648230, 96881095, 1466991723, 115793968",Fumblegod,"125847008, 54470156, 45706815, 167275877, 112230046",Rinku,"Fumblegod, Rinku"
5,7574533126,1707335794,9316320,9316315,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"38353814, 136868226, 12293789, 133442785, 364675035",chutoy,"Reddydas, chutoy"
6,7574474751,1707333577,9316096,9316370,"103714540, 48903560, 167367697, 287978960, 50964",Dandi,"859609158, 1267952469, 1224117898, 433060499, 167445998",Quickshot,"Dandi, Quickshot"
7,7574467645,1707333371,8261284,9323481,"93836332, 377737761, 235385167, 151702626, 1061292669",G0nd4r,"198261415, 160115611, 180107894, 63351306, 83500633",Blackjack,"Blackjack, G0nd4r"
8,7574454007,1707332737,9316367,9162944,"125847008, 45706815, 54470156, 112230046, 167275877",Rinku,"1017209, 5648230, 1466991723, 96881095, 115793968",Fumblegod,"Fumblegod, Rinku"
9,7574450784,1707332602,9316315,9316320,"133442785, 136868226, 364675035, 12293789, 38353814",chutoy,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"Reddydas, chutoy"
