,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8530108729,1761510289,9929788,9938278,"256487232, 443805795, 112651997, 120475813, 61634693",Ayanakoji,"105128443, 364675035, 322474716, 83273345, 39418347",Mog,"Ayanakoji, Mog"
1,8530104995,1761510203,9928494,9938279,"279050958, 376256780, 73877347, 71904413, 96982592",Boo,"126607959, 69119093, 347405447, 84712191, 135738807",Daft,"Boo, Daft"
2,8530104803,1761510086,9947935,9938284,"350889953, 94550441, 133442785, 83500633, 374488452",Foamer,"156660740, 241158366, 317992803, 146542636, 50964",Drregron,"Drregron, Foamer"
3,8530010575,1761505930,9938278,9929788,"105128443, 322474716, 83273345, 364675035, 39418347",Mog,"256487232, 61634693, 120475813, 112651997, 443805795",Ayanakoji,"Ayanakoji, Mog"
4,8530006934,1761505748,9947935,9938284,"133442785, 374488452, 350889953, 94550441, 83500633",Foamer,"241158366, 156660740, 146542636, 317992803, 50964",Drregron,"Drregron, Foamer"
5,8529998690,1761505851,9938279,9928494,"126607959, 347405447, 69119093, 84712191, 135738807",Daft,"279050958, 73877347, 96982592, 71904413, 376256780",Boo,"Boo, Daft"
