,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8721480602,1773001599,10060933,8574553,"41802879, 116643277, 65159250, 121439102, 37958178",RobbyG,"40625516, 46739074, 1065312901, 348675639, 355246152",Raytoran,"Raytoran, RobbyG"
1,8721467437,1773000921,10054446,10055637,"315522915, 183938343, 318263883, 94343419, 129193405",Dasher,"143214129, 17120982, 255113833, 133674320, 77198610",Denden,"Dasher, Denden"
2,8721458483,1773000449,10055028,10054733,"127524729, 149253098, 287978960, 135124996, 433060499",Jeri,"130098742, 150522382, 464676703, 96881095, 127733940",Luke,"Jeri, Luke"
3,8721391443,1772997046,10055028,10054733,"149253098, 127524729, 135124996, 287978960, 433060499",Jeri,"150522382, 130098742, 464676703, 96881095, 127733940",Luke,"Jeri, Luke"
4,8721383098,1772996625,10054446,10055637,"315522915, 129193405, 318263883, 94343419, 183938343",Dasher,"77198610, 17120982, 143214129, 133674320, 255113833",Denden,"Dasher, Denden"
5,8721381241,1772996511,8574553,10060933,"40625516, 46739074, 1065312901, 348675639, 355246152",Raytoran,"121439102, 41802879, 65159250, 116643277, 37958178",RobbyG,"Raytoran, RobbyG"
