,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7559268493,1706473450,8526536,9322691,"188263974, 243776315, 249248089, 167275877, 27997450",Denden,"181868156, 376256780, 187136440, 1549023925, 364675035",Fantasmal,"Denden, Fantasmal"
1,7559176183,1706468948,9322602,9322705,"135908537, 159854489, 116946589, 312283978, 286031850",Gains,"76964834, 235385167, 1267952469, 149253098, 146542636",Oxygen,"Gains, Oxygen"
2,7559253448,1706472647,9315516,9322736,"115793968, 141850821, 135097009, 80985743, 125847008",Sonsa,"51843789, 61904034, 1017209, 121439102, 84712191",Fumblegod,"Fumblegod, Sonsa"
3,7559192427,1706469704,9322691,8526536,"181868156, 1549023925, 376256780, 364675035, 187136440",Fantasmal,"188263974, 249248089, 167275877, 243776315, 27997450",Denden,"Denden, Fantasmal"
4,7559184999,1706469357,9322735,9322716,"859609158, 287978960, 96881095, 105128443, 114945585",Light,"86908614, 89873399, 354289960, 1156387642, 252657179",Raffie/Cumdalf,"Light, Raffie/Cumdalf"
5,7559170236,1706468685,9322736,9315516,"84712191, 61904034, 51843789, 121439102, 1017209",Fumblegod,"115793968, 141850821, 125847008, 135097009, 80985743",Sonsa,"Fumblegod, Sonsa"
6,7559101551,1706465705,9322716,9322735,"86908614, 89873399, 354289960, 252657179, 1156387642",Raffie/Cumdalf,"105128443, 859609158, 287978960, 114945585, 96881095",Light,"Light, Raffie/Cumdalf"
7,7548711123,1705864366,9322735,9322691,"105128443, 287978960, 96881095, 114945585, 859609158",Light,"376256780, 152283940, 364675035, 187136440, 1549023925",Fantasmal,"Fantasmal, Light"
8,7548812583,1705869210,9322691,9322735,"376256780, 152283940, 364675035, 187136440, 1549023925",Fantasmal,"105128443, 859609158, 287978960, 114945585, 96881095",Light,"Fantasmal, Light"
9,7548802218,1705868647,9322736,9322716,"1017209, 464676703, 26773166, 121439102, 84712191",Fumblegod,"86908614, 89873399, 354289960, 252657179, 1156387642",Raffie/Cumdalf,"Fumblegod, Raffie/Cumdalf"
10,7548779700,1705867536,8526536,9322705,"17120982, 188263974, 167275877, 32339327, 249248089",Denden,"76964834, 149253098, 146542636, 235385167, 1267952469",Oxygen,"Denden, Oxygen"
11,7548779037,1705867409,9322602,9315516,"135908537, 286031850, 312283978, 1034398686, 116946589",Gains,"115793968, 80985743, 125847008, 127786189, 141850821",Sonsa,"Gains, Sonsa"
12,7548710636,1705864202,9322716,9322736,"86908614, 89873399, 354289960, 252657179, 1156387642",Raffie/Cumdalf,"1017209, 26773166, 121439102, 84712191, 464676703",Fumblegod,"Fumblegod, Raffie/Cumdalf"
13,7548710636,1705864202,9322716,9322736,"86908614, 89873399, 354289960, 252657179, 1156387642",Raffie/Cumdalf,"1017209, 26773166, 121439102, 84712191, 464676703",Fumblegod,"Fumblegod, Raffie/Cumdalf"
14,7548702350,1705863883,8526536,9322705,"17120982, 249248089, 188263974, 32339327, 167275877",Denden,"76964834, 235385167, 146542636, 149253098, 1267952469",Oxygen,"Denden, Oxygen"
15,7548701011,1705863725,9322602,9315516,"286031850, 135908537, 312283978, 116946589, 1034398686",Gains,"115793968, 125847008, 141850821, 127786189, 80985743",Sonsa,"Gains, Sonsa"
