,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8207732658,1741552371,9666032,9670934,"127524729, 149253098, 167275877, 188263974, 207300381",Jeri,"121439102, 312283978, 256487232, 133151995, 146542636",Jesus,"Jeri, Jesus"
1,8207714317,1741551347,9677400,9671046,"892573045, 242992578, 183149977, 130098742, 137856777",Johannespassion,"56404086, 324942638, 134600696, 84712191, 160702825",Dominic,"Dominic, Johannespassion"
2,8207707497,1741550942,9670962,9665421,"61219753, 150522382, 101212121, 196936346, 93543072",EaSyx_x,"84268143, 81952474, 116643277, 395439489, 95617179",MiniTV,"EaSyx_x, MiniTV"
3,8207701700,1741550609,9671038,9671018,"125155223, 31966955, 287978960, 89873399, 127714243",Calli,"46739074, 181868156, 364675035, 278230172, 127733940",TheAmbush,"Calli, TheAmbush"
4,8207638655,1741547453,9677400,9671046,"892573045, 242992578, 130098742, 183149977, 137856777",Johannespassion,"324942638, 56404086, 160702825, 84712191, 134600696",Dominic,"Dominic, Johannespassion"
5,8207636016,1741547302,9666032,9670934,"127524729, 149253098, 188263974, 167275877, 207300381",Jeri,"121439102, 133151995, 256487232, 312283978, 146542636",Jesus,"Jeri, Jesus"
6,8207632945,1741547196,9671038,9671018,"125155223, 31966955, 287978960, 89873399, 127714243",Calli,"46739074, 364675035, 181868156, 278230172, 127733940",TheAmbush,"Calli, TheAmbush"
7,8207631488,1741547060,9670962,9665421,"61219753, 196936346, 150522382, 101212121, 93543072",EaSyx_x,"84268143, 116643277, 95617179, 395439489, 81952474",MiniTV,"EaSyx_x, MiniTV"
