,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7907808169,1724269490,9499044,9498955,"63351306, 130098742, 433060499, 59881483, 82004048",The Queen,"127733940, 859609158, 167275877, 58283015, 91974124",Tora,"The Queen, Tora"
1,7907806259,1724269383,9499062,9498806,"40337711, 328654348, 27997450, 252657179, 160652614",erie,"179070642, 46905237, 256487232, 23765698, 84712191",Xiniu,"Xiniu, erie"
2,7907780977,1724268201,9499056,9505382,"349518239, 377750127, 177572049, 56404086, 89873399",Kakashi,"73573464, 121439102, 65159250, 48903560, 112374134",hfbvm,"Kakashi, hfbvm"
3,7907773080,1724267884,9498921,9498977,"160138578, 366643158, 178298222, 317992803, 243172458",Alek,"95578104, 103457852, 854684906, 72546781, 322474716",G14,"Alek, G14"
4,7907766512,1724267516,9499063,9499058,"1102469941, 95617179, 149253098, 143214129, 86719611",Bot Linda,"52672020, 93755522, 110747155, 169606098, 125847008",Saiprien,"Bot Linda, Saiprien"
5,7907759214,1724267153,9499060,9499057,"40096638, 287978960, 188263974, 350169818, 132180151",GladeFrede,"118694488, 16570127, 104880759, 123181828, 184601350",Kimaliki,"GladeFrede, Kimaliki"
6,7907692202,1724264135,9499056,9505382,"349518239, 377750127, 56404086, 89873399, 177572049",Kakashi,"73573464, 121439102, 48903560, 112374134, 65159250",hfbvm,"Kakashi, hfbvm"
7,7907689316,1724264018,9499063,9499058,"1102469941, 149253098, 95617179, 86719611, 143214129",Bot Linda,"110747155, 93755522, 52672020, 169606098, 125847008",Saiprien,"Bot Linda, Saiprien"
8,7907685871,1724263849,9498806,9499062,"179070642, 256487232, 46905237, 84712191, 23765698",Xiniu,"252657179, 27997450, 328654348, 40337711, 160652614",erie,"Xiniu, erie"
9,7907684508,1724263823,9499044,9498955,"130098742, 433060499, 59881483, 82004048, 63351306",The Queen,"859609158, 127733940, 167275877, 58283015, 91974124",Tora,"The Queen, Tora"
10,7907676519,1724263480,9499060,9499057,"40096638, 287978960, 350169818, 188263974, 132180151",GladeFrede,"118694488, 184601350, 16570127, 123181828, 104880759",Kimaliki,"GladeFrede, Kimaliki"
