,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7990920154,1729106716,9499062,9505382,"252657179, 235385167, 27997450, 328654348, 160652614",erie,"48903560, 112374134, 73573464, 121439102, 146542636",hfbvm,"erie, hfbvm"
1,7990812275,1729101945,9499062,9505382,"160652614, 235385167, 328654348, 252657179, 27997450",erie,"112374134, 121439102, 73573464, 48903560, 146542636",hfbvm,"erie, hfbvm"
2,7985252578,1728765350,9499056,9505382,"349518239, 89873399, 177572049, 56404086, 345032134",Kakashi,"73573464, 121439102, 103714540, 146542636, 112374134",hfbvm,"Kakashi, hfbvm"
3,7985146397,1728760856,9499056,9505382,"349518239, 177572049, 56404086, 89873399, 345032134",Kakashi,"73573464, 112374134, 121439102, 146542636, 103714540",hfbvm,"Kakashi, hfbvm"
4,7985028872,1728756384,9499056,9505382,"177572049, 89873399, 56404086, 349518239, 345032134",Kakashi,"73573464, 112374134, 121439102, 146542636, 103714540",hfbvm,"Kakashi, hfbvm"
5,7980801379,1728505376,9499060,9499062,"188263974, 287978960, 350169818, 40096638, 132180151",GladeFrede,"252657179, 235385167, 328654348, 27997450, 160652614",erie,"GladeFrede, erie"
6,7980722251,1728501378,9499060,9499062,"40096638, 188263974, 287978960, 132180151, 350169818",GladeFrede,"235385167, 328654348, 27997450, 252657179, 160652614",erie,"GladeFrede, erie"
7,7980627110,1728497198,9499062,9499060,"252657179, 27997450, 164879117, 328654348, 160652614",erie,"40096638, 188263974, 287978960, 350169818, 132180151",GladeFrede,"GladeFrede, erie"
