,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7635769184,1710364374,9316364,9316096,"89873399, 112603299, 1549023925, 47768835, 104880759",hungrybrowny,"103714540, 48903560, 167367697, 50964, 886829064",Dandi,"Dandi, hungrybrowny"
1,7635760952,1710363836,9316370,9316054,"859609158, 1267952469, 1224117898, 135097009, 167445998",Quickshot,"73573464, 315792033, 188263974, 23765698, 127733940",hfbvm,"Quickshot, hfbvm"
2,7635729206,1710362228,9316303,9316341,"84712191, 78114459, 174339440, 121312218, 83914882",Regurgitard,"151702626, 235385167, 377737761, 357546052, 93836332",G0nd4r,"G0nd4r, Regurgitard"
3,7635720808,1710361412,9316320,9323481,"146542636, 256487232, 338052760, 179070642, 72407726",Reddydas,"198261415, 83500633, 256478532, 160115611, 63351306",Blackjack,"Blackjack, Reddydas"
4,7635700294,1710360388,9316096,9316364,"48903560, 167367697, 50964, 886829064, 103714540",Dandi,"89873399, 112603299, 1549023925, 47768835, 104880759",hungrybrowny,"Dandi, hungrybrowny"
5,7635698376,1710360260,9316370,9316054,"859609158, 1267952469, 1224117898, 135097009, 167445998",Quickshot,"188263974, 315792033, 73573464, 23765698, 127733940",hfbvm,"Quickshot, hfbvm"
6,7635631587,1710357179,9316341,9316303,"151702626, 235385167, 377737761, 357546052, 93836332",G0nd4r,"84712191, 83914882, 121312218, 78114459, 174339440",Regurgitard,"G0nd4r, Regurgitard"
7,7635630732,1710357097,9316054,9316370,"127733940, 73573464, 315792033, 188263974, 23765698",hfbvm,"859609158, 1267952469, 135097009, 1224117898, 167445998",Quickshot,"Quickshot, hfbvm"
8,7635629035,1710357166,9323481,9316320,"198261415, 160115611, 256478532, 83500633, 63351306",Blackjack,"146542636, 256487232, 338052760, 179070642, 72407726",Reddydas,"Blackjack, Reddydas"
9,7635625279,1710356959,9316364,9316096,"89873399, 104880759, 1549023925, 47768835, 112603299",hungrybrowny,"886829064, 48903560, 167367697, 50964, 103714540",Dandi,"Dandi, hungrybrowny"
