,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7903525623,1724011285,9504649,9503717,"132180151, 135425789, 131716239, 397171029, 167275877",valakii,"113312766, 75376818, 65159250, 161284532, 65871599",play,"play, valakii"
1,7903474601,1724008938,9499405,9505166,"465095630, 81134415, 152273237, 110881046, 129193405",Aty,"84268143, 196399854, 81952474, 278230172, 184601350",MiniTV,"Aty, MiniTV"
2,7903460001,1724008517,9504601,9504582,"311078326, 148115333, 104389218, 183938343, 177572049",Rapdis,"312283978, 31966955, 40625516, 61904034, 892573045",Johannespassion,"Johannespassion, Rapdis"
3,7903424161,1724006785,9504649,9503717,"135425789, 132180151, 131716239, 167275877, 397171029",valakii,"113312766, 75376818, 65159250, 161284532, 65871599",play,"play, valakii"
4,7903383735,1724005101,9505166,9499405,"84268143, 196399854, 81952474, 278230172, 184601350",MiniTV,"152273237, 81134415, 465095630, 129193405, 110881046",Aty,"Aty, MiniTV"
5,7903372403,1724004588,9504582,9504601,"892573045, 31966955, 312283978, 40625516, 859609158",Johannespassion,"104389218, 148115333, 311078326, 177572049, 183938343",Rapdis,"Johannespassion, Rapdis"
