,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7624256213,1709760464,9316341,9316315,"93836332, 235385167, 151702626, 377737761, 357546052",G0nd4r,"38353814, 133442785, 136868226, 12293789, 364675035",chutoy,"G0nd4r, chutoy"
1,7624206726,1709757294,9316370,9162944,"859609158, 1224117898, 67435158, 1267952469, 167445998",Quickshot,"1017209, 338052760, 96881095, 130098742, 1466991723",Fumblegod,"Fumblegod, Quickshot"
2,7624192531,1709756531,9316315,9316341,"38353814, 12293789, 364675035, 133442785, 136868226",chutoy,"93836332, 235385167, 151702626, 357546052, 377737761",G0nd4r,"G0nd4r, chutoy"
3,7624181629,1709755944,9316362,9323481,"86908614, 287978960, 15799146, 199498251, 187136440",Cvaekt,"198261415, 63351306, 256478532, 83500633, 160115611",Blackjack,"Blackjack, Cvaekt"
4,7624167342,1709755197,9316367,9316096,"54470156, 45706815, 167275877, 112230046, 125847008",Rinku,"103714540, 48903560, 167367697, 886829064, 50964",Dandi,"Dandi, Rinku"
5,7624122381,1709752972,9162944,9316370,"1017209, 130098742, 96881095, 1466991723, 338052760",Fumblegod,"859609158, 1267952469, 1224117898, 67435158, 167445998",Quickshot,"Fumblegod, Quickshot"
6,7624105818,1709752258,9323481,9316362,"198261415, 160115611, 256478532, 83500633, 63351306",Blackjack,"15799146, 287978960, 86908614, 199498251, 187136440",Cvaekt,"Blackjack, Cvaekt"
7,7624104227,1709752215,9316096,9316367,"103714540, 886829064, 167367697, 48903560, 50964",Dandi,"54470156, 167275877, 45706815, 112230046, 125847008",Rinku,"Dandi, Rinku"
8,7624102545,1709752088,9316341,9316315,"93836332, 235385167, 377737761, 357546052, 151702626",G0nd4r,"38353814, 12293789, 364675035, 133442785, 136868226",chutoy,"G0nd4r, chutoy"
9,7624098620,1709751941,9316303,9316054,"84712191, 83914882, 78114459, 174339440, 121312218",Regurgitard,"73573464, 188263974, 315792033, 23765698, 127733940",hfbvm,"Regurgitard, hfbvm"
