,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8063306234,1733085654,9554879,9621691,"170319481, 179758327, 133498685, 161284532, 96881095",Daj,"143067868, 29720225, 492748110, 134142881, 164636049",J7,"Daj, J7"
1,8063296635,1733085176,9621676,9621669,"1077021946, 114945585, 95617179, 117740659, 443805795",YellowPhysicist,"95578104, 130098742, 338052760, 446223551, 89903268",G14,"G14, YellowPhysicist"
2,8063291323,1733084889,8765553,5179175,"46739074, 143214129, 78114459, 84712191, 109525057",Regu,"120430219, 239737789, 119518001, 73052897, 30428142",S1ght,"Regu, S1ght"
3,8063276191,1733084188,9621674,9621687,"207300381, 315792033, 107927046, 122913479, 345032134",AA,"125155223, 465095630, 421257589, 183938343, 110881046",Calli,"AA, Calli"
4,8063192042,1733080382,9621669,9621670,"95578104, 130098742, 338052760, 446223551, 89903268",G14,"61904034, 73877347, 188263974, 71904413, 98582786",Lekandor,"G14, Lekandor"
5,8063191481,1733080367,9621677,9621674,"120430219, 119518001, 239737789, 73052897, 30428142",S1ght,"207300381, 315792033, 122913479, 107927046, 345032134",AA,"AA, S1ght"
6,8063188397,1733080226,8765553,9621676,"46739074, 84712191, 78114459, 143214129, 109525057",Regu,"1077021946, 95617179, 443805795, 117740659, 114945585",YellowPhysicist,"Regu, YellowPhysicist"
7,8063187450,1733080216,9621621,9563127,"256487232, 149253098, 127524729, 146542636, 80749349",Epona,"133498685, 170319481, 96881095, 161284532, 179758327",Daj,"Daj, Epona"
