,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7600285991,1708547680,9316315,9316367,"38353814, 12293789, 364675035, 136868226, 133442785",chutoy,"125847008, 135097009, 167275877, 112230046, 54470156",Rinku,"Rinku, chutoy"
1,7600272215,1708546997,9323481,9316096,"198261415, 63351306, 256478532, 83500633, 28888813",Blackjack,"103714540, 48903560, 167367697, 886829064, 50964",Dandi,"Blackjack, Dandi"
2,7600267948,1708546717,9316364,9316341,"89873399, 467852245, 1549023925, 47768835, 104880759",hungrybrowny,"377737761, 235385167, 151702626, 98582786, 93836332",G0nd4r,"G0nd4r, hungrybrowny"
3,7600259398,1708546288,9316054,9162944,"188263974, 315792033, 23765698, 73573464, 127733940",hfbvm,"1017209, 1466991723, 96881095, 338052760, 130098742",Fumblegod,"Fumblegod, hfbvm"
4,7600259077,1708546249,9316320,9316362,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"199498251, 287978960, 412606314, 187136440, 86908614",Cvaekt,"Cvaekt, Reddydas"
5,7600185682,1708542914,9316303,8012119,"84712191, 83914882, 78114459, 109525057, 121312218",Regurgitard,"1267952469, 55866317, 1224117898, 859609158, 67435158",Quickshot,"Quickshot, Regurgitard"
6,7600254806,1708546067,8012119,9316303,"859609158, 55866317, 1267952469, 67435158, 1224117898",Quickshot,"84712191, 78114459, 83914882, 121312218, 109525057",Regurgitard,"Quickshot, Regurgitard"
7,7600199924,1708543489,9316315,9316367,"38353814, 133442785, 364675035, 136868226, 12293789",chutoy,"125847008, 54470156, 167275877, 112230046, 135097009",Rinku,"Rinku, chutoy"
8,7600193991,1708543368,9316315,9316367,"38353814, 364675035, 133442785, 12293789, 136868226",chutoy,"125847008, 112230046, 167275877, 135097009, 54470156",Rinku,"Rinku, chutoy"
9,7600183696,1708542882,9316341,9316364,"377737761, 235385167, 151702626, 98582786, 93836332",G0nd4r,"89873399, 467852245, 1549023925, 47768835, 104880759",hungrybrowny,"G0nd4r, hungrybrowny"
10,7600175601,1708542782,9316096,9323481,"103714540, 167367697, 48903560, 886829064, 50964",Dandi,"198261415, 256478532, 63351306, 28888813, 83500633",Blackjack,"Blackjack, Dandi"
11,7600169251,1708542208,9316362,9316320,"187136440, 287978960, 86908614, 199498251, 412606314",Cvaekt,"146542636, 256487232, 95578104, 179070642, 72407726",Reddydas,"Cvaekt, Reddydas"
