,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8687429995,1770847818,10027201,10054828,"1900544962, 78839243, 366643158, 89873399, 446223551",Potentiallyyouruncle,"53555116, 116643277, 79595398, 302475730, 127527866",Jones,"Jones, Potentiallyyouruncle"
1,8687396964,1770844999,10047929,9504908,"350889953, 58725449, 422283824, 23765698, 130098742",bernard humperdink,"133674320, 135124996, 48903560, 188263974, 86776312",LegAlex,"LegAlex, bernard humperdink"
2,8687375564,1770843382,10027201,10054828,"1900544962, 78839243, 89873399, 366643158, 446223551",Potentiallyyouruncle,"79595398, 116643277, 53555116, 302475730, 127527866",Jones,"Jones, Potentiallyyouruncle"
3,8687355523,1770842010,10054819,10054784,"61293187, 323492015, 189523689, 117635532, 102284551",Cat,"417265967, 106411799, 94051629, 233614633, 171209085",zRomep,"Cat, zRomep"
4,8687337210,1770840814,10047929,9504908,"350889953, 23765698, 422283824, 58725449, 130098742",bernard humperdink,"135124996, 48903560, 86776312, 133674320, 188263974",LegAlex,"LegAlex, bernard humperdink"
5,8687336514,1770840859,10054816,10048438,"50964, 287978960, 125847008, 862389895, 348675639",rinkusaur,"46739074, 433060499, 15799146, 30428142, 149253098",Catnip,"Catnip, rinkusaur"
6,8687270426,1770837247,10054819,10054784,"323492015, 189523689, 61293187, 117635532, 102284551",Cat,"417265967, 458334798, 106411799, 171209085, 94051629",zRomep,"Cat, zRomep"
7,8687265548,1770837007,10048438,10054816,"433060499, 46739074, 30428142, 15799146, 149253098",Catnip,"50964, 287978960, 862389895, 348675639, 125847008",rinkusaur,"Catnip, rinkusaur"
8,8687262146,1770836817,9504908,10047929,"135124996, 48903560, 188263974, 133674320, 86776312",LegAlex,"130098742, 58725449, 422283824, 23765698, 350889953",bernard humperdink,"LegAlex, bernard humperdink"
9,8687257873,1770836602,8106801,10027201,"79595398, 53555116, 116643277, 302475730, 127527866",Jones,"1900544962, 78839243, 446223551, 89873399, 366643158",Potentiallyyouruncle,"Jones, Potentiallyyouruncle"
