,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,7918410339,1724873539,9498977,9499057,"95578104, 322474716, 72546781, 161284532, 103457852",G14,"118694488, 16570127, 123181828, 184601350, 104880759",Kimaliki,"G14, Kimaliki"
1,7918403859,1724873200,9499056,9499060,"349518239, 89873399, 56404086, 177572049, 345032134",Kakashi,"132180151, 133498685, 1061292669, 350169818, 188263974",GladeFrede,"GladeFrede, Kakashi"
2,7918396762,1724872888,9499063,9498955,"1102469941, 80749349, 102352451, 143214129, 80985743",Bot Linda,"127733940, 859609158, 167275877, 150522382, 91974124",Tora,"Bot Linda, Tora"
3,7918383654,1724872251,9498921,9505382,"160138578, 317992803, 30428142, 243172458, 207300381",Alek,"48903560, 112374134, 73573464, 121439102, 65159250",hfbvm,"Alek, hfbvm"
4,7918381692,1724872164,9499058,9498806,"93755522, 168418624, 169606098, 110747155, 125847008",Saiprien,"179070642, 46905237, 84712191, 23765698, 256487232",Xiniu,"Saiprien, Xiniu"
5,7918380059,1724872057,9498921,9505382,"160138578, 207300381, 317992803, 30428142, 243172458",Alek,"73573464, 112374134, 48903560, 121439102, 65159250",hfbvm,"Alek, hfbvm"
6,7918377237,1724871962,9499062,9499044,"235385167, 160652614, 328654348, 31181633, 27997450",erie,"130098742, 433060499, 209854330, 82004048, 127714243",The Queen,"The Queen, erie"
7,7918309244,1724868873,9499056,9499060,"349518239, 89873399, 177572049, 56404086, 345032134",Kakashi,"188263974, 133498685, 350169818, 132180151, 1061292669",GladeFrede,"GladeFrede, Kakashi"
8,7918303986,1724868611,9499063,9498955,"1102469941, 80749349, 102352451, 143214129, 80985743",Bot Linda,"859609158, 150522382, 167275877, 91974124, 127733940",Tora,"Bot Linda, Tora"
9,7918301603,1724868577,9498977,9499057,"95578104, 103457852, 72546781, 161284532, 322474716",G14,"118694488, 16570127, 184601350, 123181828, 104880759",Kimaliki,"G14, Kimaliki"
10,7918299227,1724868479,9499058,9498806,"93755522, 110747155, 169606098, 168418624, 125847008",Saiprien,"179070642, 256487232, 46905237, 84712191, 23765698",Xiniu,"Saiprien, Xiniu"
11,7918297555,1724868365,9505382,9498921,"112374134, 65159250, 48903560, 73573464, 121439102",hfbvm,"160138578, 317992803, 207300381, 30428142, 243172458",Alek,"Alek, hfbvm"
12,7918296709,1724868335,9499062,9499044,"235385167, 27997450, 328654348, 31181633, 160652614",erie,"130098742, 433060499, 82004048, 209854330, 127714243",The Queen,"The Queen, erie"
