,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8545062831,1762380298,9948666,9928766,"224257494, 334809072, 146542636, 73877347, 1681467999",NERK,"400190476, 350889953, 1392360555, 110961903, 102033295",m.,"NERK, m."
1,8544981218,1762374420,9948667,9938998,"208993316, 188263974, 1536452978, 323492015, 143642783",Jam Apple YNWA,"153196865, 149253098, 120875601, 1839270157, 95578104",Qso,"Jam Apple YNWA, Qso"
2,8544980069,1762374323,9939048,9929656,"467852245, 314028798, 150165364, 348675639, 380253961",Cooke,"127527866, 296283389, 303676244, 107986231, 34972422",Harmani,"Cooke, Harmani"
3,8544972969,1762373954,9938997,9780946,"1017209, 258957435, 99747231, 42218651, 40096638",Fumblegod,"417265967, 94051629, 186001678, 48903560, 252204635",zRomep,"Fumblegod, zRomep"
4,8544971708,1762373940,9938804,9938979,"433060499, 89873399, 1077021946, 446223551, 112651997",HungryBrowny,"125847008, 133442785, 135124996, 84634050, 50964",Rinkugod,"HungryBrowny, Rinkugod"
5,8544967857,1762373636,9938385,9939004,"116643277, 130098742, 256487232, 130488545, 86776312",FTG,"859609158, 132284921, 287978960, 23765698, 61293187",iggy,"FTG, iggy"
6,8544963712,1762373449,9939048,9929656,"380253961, 467852245, 314028798, 150165364, 348675639",Cooke,"34972422, 303676244, 296283389, 107986231, 127527866",Harmani,"Cooke, Harmani"
7,8544962221,1762373297,9948666,9928766,"146542636, 334809072, 73877347, 224257494, 1681467999",NERK,"102033295, 110961903, 350889953, 1392360555, 400190476",m.,"NERK, m."
8,8544898903,1762369978,9938998,9948667,"153196865, 149253098, 1839270157, 95578104, 120875601",Qso,"208993316, 188263974, 1536452978, 143642783, 323492015",Jam Apple YNWA,"Jam Apple YNWA, Qso"
9,8544896398,1762369912,9938979,9938804,"125847008, 338052760, 135124996, 133442785, 50964",Rinkugod,"433060499, 1077021946, 89873399, 446223551, 112651997",HungryBrowny,"HungryBrowny, Rinkugod"
10,8544893644,1762369738,9929656,9939048,"34972422, 303676244, 296283389, 107986231, 127527866",Harmani,"314028798, 150165364, 467852245, 348675639, 380253961",Cooke,"Cooke, Harmani"
11,8544892982,1762369679,9938997,9792025,"1017209, 258957435, 99747231, 42218651, 40096638",Fumblegod,"417265967, 48903560, 94051629, 186001678, 252204635",zRomep,"Fumblegod, zRomep"
12,8544891719,1762369630,9938385,9939004,"116643277, 130098742, 256487232, 130488545, 86776312",FTG,"132284921, 287978960, 859609158, 61293187, 23765698",iggy,"FTG, iggy"
