,match_id,start_time,radiant_team_id,dire_team_id,radiant_team_accs,radiant_team_name,dire_team_accs,dire_team_name,series_name
0,8730780909,1773605752,10060389,10060375,"89873399, 123927630, 105900867, 53410282, 171209085",EXCH4NGE-,"118247684, 376256780, 253571081, 279050958, 67432327",Booooooooooooo,"Booooooooooooo, EXCH4NGE-"
1,8730780675,1773605720,10060404,10060402,"126607959, 147643519, 114945585, 241158366, 135738807",Tilty,"83237348, 192310808, 94550441, 94051629, 69119093",Eeshie,"Eeshie, Tilty"
2,8730773509,1773605278,9729851,10048426,"395439489, 158234271, 350889953, 160702825, 78114459",Jibbo,"73877347, 178007846, 1010247178, 256487232, 351461838",greenman,"Jibbo, greenman"
3,8730710630,1773601960,10060404,10060402,"126607959, 147643519, 241158366, 114945585, 135738807",Tilty,"83237348, 94550441, 94051629, 192310808, 69119093",Eeshie,"Eeshie, Tilty"
4,8730701834,1773601491,10060389,10060375,"123927630, 89873399, 105900867, 53410282, 171209085",EXCH4NGE-,"279050958, 376256780, 253571081, 118247684, 67432327",Booooooooooooo,"Booooooooooooo, EXCH4NGE-"
